episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home,prospect
252,357.00,835.47,351,1.989,107.5,0.197,0.050,0.167,0.127,0.033,0.143,0.147,0.137
253,793.00,838.27,721,1.930,107.8,0.178,0.040,0.149,0.124,0.054,0.124,0.149,0.183
254,776.00,839.38,634,1.527,107.9,0.209,0.000,0.090,0.104,0.000,0.507,0.060,0.030
255,1018.00,840.78,925,1.798,108.2,0.212,0.005,0.133,0.227,0.010,0.232,0.108,0.074
256,1014.00,847.16,976,1.766,108.5,0.260,0.012,0.112,0.160,0.006,0.231,0.101,0.118
257,1706.00,850.47,1521,1.681,108.7,0.310,0.000,0.116,0.155,0.008,0.140,0.140,0.132
258,1122.00,851.45,1122,1.375,108.8,0.500,0.000,0.128,0.077,0.000,0.141,0.077,0.077
259,1470.00,854.34,687,1.786,109.1,0.323,0.011,0.116,0.132,0.016,0.185,0.127,0.090
260,505.00,852.97,395,1.874,109.5,0.274,0.018,0.117,0.189,0.028,0.196,0.078,0.100
261,861.00,855.27,769,1.958,110.1,0.227,0.041,0.146,0.157,0.051,0.135,0.092,0.151
262,1044.00,858.78,984,1.751,110.3,0.226,0.000,0.135,0.211,0.000,0.113,0.128,0.188
263,476.00,859.18,312,1.970,110.7,0.195,0.033,0.133,0.178,0.095,0.108,0.112,0.145
264,1102.00,859.62,286,1.495,110.7,0.368,0.018,0.053,0.140,0.035,0.263,0.018,0.105
265,1363.00,868.13,1295,1.764,110.9,0.228,0.010,0.109,0.158,0.030,0.238,0.099,0.129
266,1014.00,869.73,937,1.971,111.6,0.163,0.042,0.115,0.137,0.106,0.161,0.115,0.161
267,1025.00,868.59,900,1.895,111.9,0.179,0.020,0.117,0.056,0.041,0.311,0.102,0.173
268,669.00,867.49,597,2.026,112.5,0.136,0.076,0.101,0.106,0.133,0.129,0.179,0.140
269,425.00,864.64,393,2.010,112.8,0.186,0.082,0.082,0.052,0.057,0.216,0.186,0.139
270,623.00,865.75,602,1.514,113.0,0.031,0.000,0.165,0.010,0.000,0.268,0.309,0.216
271,630.00,864.10,619,1.895,113.2,0.148,0.041,0.123,0.016,0.033,0.270,0.238,0.131
272,1176.00,859.75,1045,1.774,113.3,0.069,0.069,0.127,0.059,0.088,0.294,0.137,0.157
273,735.00,858.11,710,2.011,114.1,0.122,0.138,0.106,0.098,0.130,0.130,0.124,0.154
274,1156.00,857.40,1019,1.832,114.3,0.090,0.045,0.181,0.039,0.077,0.329,0.123,0.116
275,891.00,857.78,651,1.893,114.6,0.109,0.050,0.163,0.054,0.084,0.297,0.069,0.173
276,752.00,855.49,654,1.998,115.2,0.110,0.112,0.146,0.091,0.103,0.237,0.103,0.098
277,1195.00,857.71,1023,1.966,115.9,0.135,0.092,0.140,0.095,0.080,0.200,0.102,0.155
278,639.00,854.57,374,1.991,116.3,0.114,0.034,0.148,0.128,0.054,0.256,0.084,0.182
279,961.00,858.43,848,2.025,116.8,0.131,0.060,0.175,0.153,0.098,0.164,0.120,0.098
280,546.00,856.26,489,2.055,117.6,0.125,0.061,0.109,0.138,0.142,0.140,0.140,0.146
281,878.00,854.43,830,1.968,117.8,0.144,0.144,0.221,0.087,0.067,0.048,0.192,0.096
282,954.00,852.61,841,2.047,118.4,0.138,0.138,0.123,0.096,0.136,0.078,0.145,0.145
283,567.00,851.52,465,1.997,118.6,0.212,0.088,0.150,0.115,0.044,0.062,0.204,0.124
284,1597.00,863.57,1561,1.890,118.8,0.205,0.094,0.120,0.060,0.060,0.043,0.171,0.248
285,723.00,859.66,537,2.054,119.9,0.174,0.118,0.112,0.097,0.129,0.098,0.132,0.140
286,482.00,856.93,428,2.039,120.8,0.152,0.094,0.076,0.167,0.146,0.071,0.149,0.144
287,993.00,862.01,891,1.871,121.0,0.094,0.088,0.141,0.235,0.082,0.047,0.112,0.200
288,1394.00,869.66,1200,1.958,121.7,0.234,0.102,0.124,0.130,0.110,0.068,0.060,0.172
289,321.00,865.87,75,1.978,122.2,0.226,0.115,0.108,0.172,0.182,0.032,0.013,0.153
290,918.00,869.09,397,1.991,122.4,0.101,0.151,0.092,0.160,0.277,0.067,0.025,0.126
291,934.00,868.54,534,2.004,122.6,0.160,0.100,0.147,0.187,0.180,0.073,0.047,0.107
292,761.00,862.91,675,2.033,123.2,0.127,0.161,0.098,0.161,0.159,0.066,0.068,0.161
293,1388.00,869.15,847,1.988,123.4,0.140,0.140,0.170,0.150,0.140,0.040,0.050,0.170
294,833.00,868.56,741,2.058,124.2,0.153,0.161,0.132,0.120,0.132,0.087,0.108,0.108
295,429.00,866.55,390,2.047,124.5,0.143,0.168,0.176,0.102,0.102,0.098,0.098,0.111
296,1209.00,871.34,695,1.991,124.8,0.186,0.064,0.186,0.071,0.107,0.064,0.079,0.243
297,617.00,862.96,550,2.011,125.1,0.185,0.081,0.140,0.099,0.104,0.054,0.158,0.180
298,1575.00,864.91,1013,1.967,125.4,0.215,0.077,0.190,0.051,0.097,0.026,0.123,0.221
299,600.00,864.45,562,1.975,125.6,0.286,0.027,0.116,0.018,0.107,0.098,0.196,0.152
300,773.00,866.25,672,2.031,125.9,0.302,0.059,0.132,0.049,0.122,0.083,0.137,0.117
301,598.00,865.61,505,2.058,126.3,0.185,0.129,0.145,0.137,0.145,0.069,0.113,0.077
302,333.00,861.08,259,2.063,126.9,0.148,0.185,0.143,0.108,0.112,0.108,0.101,0.096
303,780.00,855.25,754,2.025,127.2,0.137,0.158,0.126,0.174,0.105,0.100,0.147,0.053
304,698.00,852.74,660,2.054,127.8,0.178,0.119,0.103,0.106,0.114,0.125,0.169,0.086
305,183.00,847.18,183,0.259,127.8,0.000,0.025,0.000,0.000,0.025,0.000,0.950,0.000
306,467.00,838.54,403,2.031,128.3,0.095,0.111,0.076,0.073,0.162,0.159,0.235,0.089
307,394.00,832.11,394,1.230,128.4,0.000,0.000,0.000,0.028,0.194,0.056,0.667,0.056
308,562.00,831.75,497,2.042,128.8,0.113,0.087,0.083,0.132,0.166,0.106,0.204,0.109
309,939.00,828.67,866,1.980,129.0,0.120,0.060,0.060,0.162,0.222,0.034,0.205,0.137
310,643.00,827.58,582,2.046,129.3,0.161,0.116,0.106,0.060,0.176,0.070,0.141,0.171
311,1173.00,832.11,1129,2.055,130.7,0.158,0.095,0.119,0.105,0.127,0.117,0.122,0.158
312,1008.00,830.41,549,2.051,131.3,0.153,0.097,0.115,0.134,0.129,0.164,0.075,0.134
313,460.00,818.91,338,2.050,131.6,0.062,0.114,0.085,0.218,0.123,0.180,0.100,0.118
314,432.00,810.45,336,2.052,132.1,0.168,0.147,0.062,0.153,0.094,0.171,0.068,0.136
315,597.00,807.56,561,2.050,132.5,0.145,0.169,0.092,0.124,0.092,0.165,0.133,0.080
316,803.00,808.07,529,2.051,132.8,0.220,0.138,0.133,0.078,0.073,0.142,0.101,0.115
317,1034.00,807.10,871,2.054,133.3,0.150,0.129,0.160,0.060,0.091,0.160,0.129,0.122
318,933.00,808.98,911,2.036,133.7,0.111,0.176,0.176,0.052,0.087,0.125,0.152,0.121
319,731.00,798.00,611,2.013,133.9,0.099,0.193,0.149,0.056,0.075,0.124,0.155,0.149
320,1086.00,799.40,880,1.991,134.2,0.118,0.176,0.140,0.022,0.096,0.147,0.191,0.110
321,517.00,798.85,421,2.053,134.6,0.118,0.143,0.118,0.093,0.111,0.150,0.136,0.132
322,692.00,794.41,579,2.047,135.1,0.147,0.130,0.144,0.092,0.086,0.151,0.110,0.140
323,538.00,790.18,457,2.022,135.4,0.151,0.086,0.215,0.102,0.043,0.145,0.124,0.134
324,743.00,789.27,517,2.016,135.7,0.152,0.088,0.152,0.094,0.094,0.140,0.129,0.152
325,662.00,788.19,536,1.969,136.0,0.162,0.049,0.155,0.056,0.028,0.169,0.204,0.176
326,834.00,783.88,691,1.992,136.4,0.129,0.069,0.153,0.074,0.094,0.099,0.173,0.208
327,537.00,775.94,456,1.992,136.6,0.121,0.133,0.121,0.048,0.097,0.085,0.236,0.158
328,840.00,776.49,731,1.817,136.7,0.169,0.048,0.181,0.024,0.012,0.084,0.349,0.133
329,355.00,776.26,319,1.997,137.0,0.248,0.050,0.177,0.057,0.064,0.085,0.177,0.142
330,1178.00,783.40,896,1.973,137.2,0.160,0.050,0.193,0.050,0.067,0.218,0.151,0.109
331,753.00,782.02,751,2.061,138.2,0.197,0.122,0.134,0.106,0.076,0.162,0.091,0.112
332,1129.00,786.52,949,2.029,138.6,0.170,0.079,0.142,0.123,0.063,0.194,0.087,0.142
333,933.00,789.73,875,2.051,140.2,0.206,0.127,0.107,0.124,0.105,0.106,0.084,0.140
334,914.00,793.45,633,1.808,140.4,0.287,0.051,0.125,0.176,0.110,0.066,0.074,0.110
335,1559.00,808.27,1037,1.491,140.5,0.476,0.000,0.016,0.111,0.063,0.016,0.095,0.222
336,1385.00,815.51,1355,1.872,140.8,0.393,0.042,0.063,0.068,0.157,0.063,0.079,0.136
337,1151.00,823.25,1128,1.931,141.3,0.316,0.022,0.096,0.085,0.096,0.129,0.074,0.184
338,2246.00,834.99,2173,1.957,141.6,0.277,0.051,0.090,0.094,0.121,0.145,0.074,0.148
339,2116.00,849.32,1217,1.744,141.9,0.272,0.012,0.049,0.056,0.074,0.142,0.043,0.352
340,561.00,842.20,494,2.004,142.4,0.211,0.051,0.089,0.152,0.158,0.077,0.113,0.149
341,815.00,844.97,623,2.012,142.9,0.198,0.085,0.107,0.074,0.115,0.157,0.071,0.192
342,622.00,844.92,555,2.029,143.3,0.167,0.089,0.142,0.110,0.117,0.078,0.107,0.189
343,828.00,839.71,796,2.050,144.5,0.148,0.123,0.097,0.122,0.122,0.105,0.109,0.174
344,998.00,843.31,814,1.990,145.2,0.132,0.100,0.102,0.136,0.152,0.116,0.096,0.167
345,1278.00,852.67,1172,1.968,145.6,0.094,0.056,0.109,0.203,0.105,0.154,0.068,0.211
346,1262.00,858.80,921,1.854,145.9,0.031,0.031,0.110,0.276,0.086,0.270,0.043,0.153
347,544.00,859.92,228,2.042,146.4,0.152,0.088,0.072,0.124,0.174,0.143,0.080,0.168
348,985.00,864.54,926,2.040,147.9,0.156,0.121,0.103,0.147,0.180,0.095,0.066,0.133
349,1136.00,864.39,901,1.795,148.3,0.093,0.151,0.054,0.332,0.083,0.161,0.068,0.059
350,850.00,868.05,224,1.805,148.5,0.129,0.110,0.019,0.348,0.123,0.206,0.019,0.045
351,758.00,875.63,460,1.867,148.7,0.194,0.062,0.021,0.181,0.271,0.181,0.049,0.042
352,1044.00,882.50,577,1.823,148.9,0.233,0.060,0.015,0.135,0.248,0.195,0.038,0.075
353,796.00,882.53,572,1.959,149.9,0.189,0.092,0.027,0.141,0.257,0.156,0.081,0.056
354,963.00,884.40,612,1.907,150.2,0.154,0.075,0.037,0.210,0.187,0.117,0.093,0.126
355,1054.00,884.76,870,1.929,150.6,0.239,0.122,0.017,0.223,0.155,0.088,0.067,0.088
356,325.00,877.87,295,1.982,151.2,0.238,0.099,0.056,0.171,0.169,0.079,0.065,0.124
357,684.00,867.65,554,2.009,151.6,0.205,0.124,0.035,0.178,0.162,0.120,0.081,0.097
358,873.00,865.16,780,2.018,152.0,0.177,0.139,0.075,0.120,0.165,0.083,0.117,0.124
359,786.00,858.32,693,2.011,152.3,0.130,0.169,0.097,0.092,0.164,0.048,0.058,0.242
360,1147.00,864.74,913,1.991,152.5,0.073,0.104,0.156,0.188,0.115,0.052,0.115,0.198
361,1121.00,867.34,739,2.005,152.7,0.197,0.168,0.058,0.095,0.146,0.051,0.117,0.168
362,644.00,863.34,496,1.979,152.9,0.121,0.207,0.069,0.069,0.155,0.103,0.086,0.190
363,590.00,864.48,434,2.048,153.2,0.186,0.099,0.114,0.095,0.118,0.118,0.129,0.141
364,586.00,859.32,467,2.050,153.6,0.163,0.140,0.144,0.121,0.105,0.074,0.136,0.117
365,754.00,853.23,638,2.047,154.0,0.130,0.165,0.096,0.148,0.087,0.109,0.126,0.139
366,763.00,850.72,665,2.062,154.5,0.137,0.140,0.078,0.118,0.140,0.102,0.127,0.158
367,1030.00,850.77,839,2.050,154.8,0.124,0.144,0.115,0.067,0.182,0.110,0.139,0.120
368,652.00,850.60,380,2.050,155.1,0.111,0.168,0.163,0.042,0.100,0.137,0.153,0.126
369,559.00,851.94,534,2.065,156.0,0.138,0.131,0.125,0.095,0.143,0.119,0.123,0.126
370,979.00,855.50,807,2.017,156.4,0.181,0.134,0.120,0.083,0.093,0.144,0.134,0.111
371,916.00,858.36,430,1.984,156.7,0.215,0.085,0.085,0.049,0.139,0.193,0.040,0.193
372,693.00,853.53,581,1.992,157.1,0.206,0.096,0.110,0.050,0.149,0.206,0.078,0.106
373,1060.00,856.78,531,1.904,157.4,0.350,0.119,0.073,0.040,0.056,0.147,0.079,0.136
374,959.00,854.81,876,2.020,158.0,0.235,0.114,0.104,0.067,0.097,0.138,0.076,0.168
375,695.00,852.85,655,2.027,158.8,0.158,0.112,0.104,0.090,0.094,0.158,0.090,0.194
376,1603.00,861.36,1243,1.969,159.1,0.179,0.194,0.060,0.090,0.055,0.199,0.095,0.129
377,689.00,856.30,591,1.992,159.6,0.162,0.097,0.084,0.071,0.071,0.230,0.120,0.165
378,393.00,853.84,344,1.915,159.9,0.153,0.079,0.073,0.062,0.040,0.226,0.164,0.203
379,775.00,851.98,744,1.941,160.2,0.193,0.072,0.048,0.053,0.043,0.222,0.188,0.179
380,521.00,851.73,485,2.013,161.0,0.122,0.106,0.077,0.096,0.086,0.212,0.143,0.159
381,559.00,848.54,198,1.945,161.3,0.131,0.049,0.044,0.097,0.102,0.243,0.214,0.121
382,415.00,843.15,301,1.990,161.7,0.109,0.074,0.125,0.074,0.125,0.214,0.160,0.121
383,319.00,840.67,310,2.051,162.3,0.104,0.087,0.115,0.096,0.131,0.158,0.175,0.134
384,304.00,827.74,290,2.037,163.4,0.142,0.111,0.109,0.064,0.190,0.125,0.141,0.118
385,650.00,827.01,533,2.007,164.2,0.121,0.137,0.123,0.061,0.206,0.130,0.128,0.094
386,954.00,831.73,636,1.872,164.5,0.143,0.088,0.187,0.044,0.280,0.143,0.049,0.066
387,1087.00,832.67,666,1.562,164.7,0.127,0.127,0.134,0.019,0.408,0.045,0.076,0.064
388,836.00,827.09,698,1.611,165.0,0.056,0.118,0.243,0.042,0.444,0.014,0.062,0.021
389,852.00,832.40,512,1.764,165.2,0.065,0.130,0.216,0.011,0.432,0.022,0.059,0.065
390,926.00,832.48,769,1.787,165.4,0.053,0.115,0.237,0.046,0.389,0.023,0.092,0.046
391,664.00,829.78,595,1.971,166.2,0.115,0.133,0.206,0.087,0.167,0.071,0.125,0.097
392,596.00,828.13,275,1.857,166.4,0.125,0.074,0.316,0.029,0.243,0.059,0.081,0.074
393,823.00,822.48,613,1.945,166.9,0.167,0.115,0.200,0.041,0.266,0.063,0.093,0.055
394,639.00,820.54,541,1.970,167.3,0.161,0.087,0.145,0.058,0.277,0.090,0.119,0.064
395,1385.00,830.10,1344,2.044,168.4,0.127,0.122,0.156,0.082,0.197,0.127,0.098,0.091
396,926.00,827.27,739,1.983,168.7,0.110,0.092,0.165,0.106,0.216,0.115,0.119,0.078
397,457.00,825.67,331,2.053,169.1,0.092,0.142,0.165,0.096,0.196,0.108,0.085,0.115
398,860.00,818.52,822,2.061,169.5,0.134,0.112,0.134,0.116,0.167,0.101,0.141,0.094
399,852.00,821.04,730,2.027,169.7,0.057,0.146,0.203,0.130,0.146,0.114,0.146,0.057
400,586.00,819.17,490,1.983,169.9,0.054,0.087,0.261,0.152,0.120,0.098,0.196,0.033
401,626.00,819.45,569,2.003,170.0,0.037,0.111,0.148,0.111,0.160,0.123,0.247,0.062
402,978.00,825.90,844,2.063,171.4,0.157,0.107,0.154,0.106,0.132,0.108,0.109,0.129
403,1232.00,830.42,625,1.914,171.6,0.056,0.192,0.176,0.104,0.128,0.104,0.064,0.176
404,1056.00,834.00,735,1.855,171.8,0.057,0.210,0.121,0.089,0.236,0.076,0.045,0.166
405,972.00,841.89,403,1.859,172.1,0.165,0.160,0.128,0.106,0.250,0.053,0.011,0.128
406,1080.00,848.02,352,1.926,172.6,0.231,0.124,0.138,0.070,0.197,0.048,0.011,0.180
407,732.00,851.40,237,1.935,172.9,0.064,0.149,0.208,0.079,0.218,0.079,0.005,0.198
408,1273.00,858.51,426,1.912,173.1,0.118,0.165,0.181,0.150,0.118,0.102,0.008,0.157
409,1345.00,862.57,745,1.953,173.9,0.212,0.134,0.140,0.126,0.175,0.066,0.016,0.132
410,948.00,865.62,70,1.946,174.3,0.111,0.130,0.193,0.130,0.181,0.115,0.004,0.137
411,789.00,861.78,192,1.938,174.5,0.202,0.156,0.116,0.150,0.145,0.092,0.012,0.127
412,1452.00,866.22,1007,1.924,174.9,0.219,0.113,0.158,0.142,0.170,0.061,0.012,0.126
413,1419.00,875.81,1328,1.953,175.8,0.217,0.119,0.127,0.126,0.167,0.083,0.035,0.127
414,1136.00,882.85,562,1.958,176.2,0.186,0.138,0.135,0.125,0.119,0.087,0.003,0.206
415,965.00,886.53,741,1.978,177.3,0.213,0.112,0.158,0.137,0.123,0.096,0.031,0.130
416,1479.00,893.29,7,1.859,177.8,0.052,0.164,0.228,0.058,0.086,0.225,0.000,0.187
417,453.00,887.48,220,1.805,178.0,0.027,0.197,0.231,0.027,0.129,0.218,0.007,0.163
418,836.00,886.51,488,1.930,178.3,0.076,0.165,0.194,0.100,0.106,0.235,0.029,0.094
419,589.00,885.09,121,1.992,178.9,0.078,0.169,0.198,0.128,0.138,0.130,0.013,0.146
420,572.00,879.95,112,2.004,179.3,0.049,0.179,0.156,0.095,0.103,0.217,0.034,0.167
421,699.00,881.77,427,1.994,179.6,0.101,0.189,0.154,0.101,0.101,0.181,0.026,0.145
422,1071.00,885.56,965,2.018,180.1,0.120,0.113,0.135,0.110,0.144,0.163,0.067,0.147
423,1274.00,892.92,820,2.011,180.5,0.122,0.147,0.101,0.083,0.137,0.169,0.047,0.194
424,697.00,892.46,214,1.971,180.7,0.094,0.116,0.080,0.036,0.109,0.217,0.022,0.326
425,1931.00,905.15,1398,2.024,181.1,0.141,0.103,0.066,0.099,0.117,0.183,0.056,0.235
426,667.00,903.48,634,2.033,181.6,0.151,0.106,0.100,0.106,0.134,0.189,0.071,0.143
427,670.00,904.81,565,2.040,182.2,0.157,0.127,0.069,0.125,0.140,0.137,0.054,0.191
428,835.00,904.76,629,2.024,182.5,0.189,0.083,0.101,0.157,0.115,0.120,0.069,0.166
429,799.00,909.20,607,2.052,183.1,0.191,0.146,0.089,0.132,0.094,0.127,0.084,0.136
430,899.00,906.41,644,2.056,183.5,0.115,0.101,0.101,0.229,0.141,0.088,0.079,0.145
431,1260.00,911.48,1049,2.027,183.6,0.126,0.204,0.087,0.058,0.136,0.117,0.097,0.175
432,1172.00,911.91,631,2.024,183.8,0.186,0.138,0.103,0.034,0.097,0.166,0.090,0.186
433,777.00,910.35,460,2.034,184.2,0.153,0.145,0.137,0.065,0.129,0.133,0.093,0.145
434,1535.00,916.56,1424,1.924,184.4,0.204,0.093,0.046,0.028,0.130,0.111,0.130,0.259
435,569.00,906.66,516,1.733,184.5,0.235,0.029,0.088,0.000,0.118,0.029,0.324,0.176
436,595.00,898.76,532,1.949,184.6,0.143,0.063,0.119,0.008,0.151,0.095,0.214,0.206
437,552.00,892.77,354,2.045,185.2,0.174,0.123,0.120,0.093,0.141,0.090,0.111,0.150
438,1090.00,881.21,815,2.002,185.4,0.201,0.154,0.107,0.071,0.095,0.065,0.154,0.154
439,2121.00,881.26,1453,1.992,185.7,0.211,0.161,0.075,0.050,0.166,0.090,0.126,0.121
440,506.00,880.71,452,2.030,186.1,0.217,0.155,0.102,0.075,0.137,0.084,0.093,0.137
441,1003.00,882.59,853,1.985,186.3,0.143,0.095,0.095,0.048,0.136,0.184,0.122,0.177
442,1219.00,888.56,831,1.973,186.4,0.188,0.153,0.118,0.012,0.106,0.106,0.118,0.200
443,611.00,886.39,546,2.055,187.5,0.169,0.125,0.118,0.120,0.120,0.101,0.094,0.154
444,508.00,881.49,348,2.002,187.7,0.114,0.087,0.107,0.040,0.094,0.268,0.128,0.161
445,745.00,876.16,704,2.054,188.7,0.131,0.154,0.120,0.116,0.116,0.145,0.100,0.117
446,679.00,870.33,488,2.038,189.2,0.142,0.158,0.074,0.112,0.101,0.144,0.076,0.193
447,851.00,873.40,730,2.049,190.0,0.155,0.133,0.127,0.094,0.077,0.138,0.122,0.153
448,876.00,872.31,464,1.794,190.2,0.117,0.117,0.149,0.074,0.021,0.191,0.191,0.138
449,1167.00,872.62,1045,1.498,190.3,0.045,0.045,0.109,0.000,0.000,0.473,0.191,0.136
450,580.00,869.92,269,1.877,190.8,0.099,0.066,0.163,0.039,0.036,0.316,0.072,0.208
451,440.00,866.74,416,1.949,191.2,0.169,0.076,0.174,0.030,0.013,0.258,0.131,0.148
452,784.00,864.14,721,1.604,191.3,0.185,0.000,0.148,0.000,0.019,0.185,0.370,0.093
453,959.00,865.77,866,1.851,191.6,0.160,0.057,0.134,0.062,0.031,0.253,0.175,0.129
454,520.00,861.34,479,1.966,192.1,0.162,0.056,0.101,0.056,0.070,0.193,0.176,0.185
455,1011.00,860.91,836,1.501,192.3,0.239,0.015,0.239,0.000,0.015,0.194,0.269,0.030
456,828.00,865.94,772,1.407,192.4,0.200,0.000,0.129,0.000,0.029,0.486,0.157,0.000
457,855.00,867.65,847,1.752,192.5,0.241,0.000,0.165,0.000,0.025,0.291,0.165,0.114
458,1132.00,870.24,1066,1.990,193.0,0.222,0.074,0.109,0.087,0.090,0.180,0.122,0.116
459,1275.00,875.13,894,1.792,193.1,0.267,0.030,0.228,0.040,0.079,0.149,0.129,0.079
460,781.00,871.47,564,2.046,193.9,0.192,0.076,0.133,0.095,0.118,0.176,0.066,0.144
461,847.00,868.73,694,2.023,194.4,0.171,0.083,0.183,0.083,0.076,0.165,0.110,0.128
462,353.00,865.82,265,1.992,194.7,0.205,0.062,0.210,0.074,0.057,0.051,0.205,0.136
463,443.00,864.35,386,1.988,194.9,0.157,0.083,0.167,0.056,0.120,0.056,0.241,0.120
464,992.00,868.41,819,2.003,195.2,0.141,0.101,0.181,0.080,0.065,0.121,0.141,0.171
465,508.00,865.95,480,2.045,196.2,0.149,0.103,0.120,0.096,0.099,0.165,0.136,0.131
466,627.00,864.59,535,1.122,196.3,0.060,0.000,0.134,0.224,0.030,0.000,0.522,0.030
467,100.00,855.29,100,0.368,196.4,0.000,0.000,0.048,0.000,0.000,0.000,0.952,0.000
468,345.00,852.22,315,1.591,196.5,0.074,0.074,0.136,0.222,0.037,0.012,0.432,0.012
469,641.00,853.04,435,1.527,196.7,0.088,0.039,0.235,0.118,0.020,0.029,0.441,0.029
470,413.00,847.38,367,1.931,197.4,0.096,0.073,0.179,0.169,0.083,0.105,0.224,0.070
471,269.00,840.91,201,1.896,197.7,0.080,0.113,0.207,0.260,0.040,0.027,0.240,0.033
472,469.00,838.67,420,1.924,198.1,0.077,0.106,0.169,0.239,0.077,0.063,0.211,0.056
473,430.00,832.37,430,0.928,198.2,0.000,0.000,0.028,0.306,0.000,0.000,0.639,0.028
474,600.00,828.78,587,1.986,198.6,0.103,0.150,0.094,0.188,0.094,0.080,0.216,0.075
475,781.00,829.64,725,1.767,198.8,0.096,0.085,0.106,0.266,0.106,0.011,0.298,0.032
476,881.00,822.42,817,1.987,199.5,0.113,0.069,0.074,0.186,0.143,0.082,0.221,0.113
477,1036.00,825.89,800,2.000,200.3,0.139,0.092,0.095,0.136,0.207,0.122,0.146,0.064
478,641.00,828.37,639,1.717,200.5,0.100,0.037,0.013,0.350,0.138,0.050,0.312,0.000
479,1244.00,833.06,1065,1.946,200.9,0.097,0.075,0.060,0.246,0.194,0.112,0.149,0.067
480,704.00,834.89,678,2.040,202.3,0.131,0.112,0.083,0.153,0.120,0.169,0.120,0.112
481,573.00,835.03,410,1.999,202.9,0.044,0.114,0.103,0.162,0.225,0.118,0.181,0.052
482,816.00,839.04,724,1.957,203.3,0.052,0.146,0.099,0.146,0.208,0.120,0.198,0.031
483,800.00,843.85,761,2.020,204.0,0.123,0.141,0.114,0.117,0.144,0.173,0.123,0.065
484,489.00,845.70,489,2.029,204.8,0.130,0.186,0.074,0.104,0.139,0.172,0.121,0.074
485,605.00,845.25,507,2.048,205.6,0.161,0.145,0.069,0.122,0.083,0.159,0.149,0.113
486,575.00,841.46,418,2.040,206.0,0.153,0.128,0.102,0.122,0.148,0.122,0.133,0.092
487,906.00,839.65,900,2.049,208.3,0.144,0.127,0.095,0.107,0.120,0.156,0.094,0.158
488,518.00,836.47,467,1.967,208.7,0.105,0.101,0.069,0.117,0.101,0.101,0.250,0.157
489,700.00,834.95,694,1.890,209.1,0.056,0.056,0.108,0.144,0.138,0.118,0.272,0.108
490,346.00,829.15,346,0.369,209.1,0.024,0.000,0.000,0.024,0.048,0.000,0.857,0.048
491,677.00,829.28,638,1.636,209.4,0.030,0.030,0.081,0.131,0.101,0.051,0.465,0.111
492,398.00,827.30,266,1.969,209.7,0.065,0.070,0.109,0.174,0.134,0.075,0.259,0.114
493,568.00,824.75,524,2.017,210.3,0.096,0.098,0.111,0.116,0.160,0.111,0.168,0.140
494,527.00,823.63,524,1.546,210.4,0.000,0.017,0.254,0.068,0.068,0.000,0.407,0.186
495,410.00,813.88,367,1.958,210.6,0.060,0.090,0.172,0.052,0.179,0.045,0.216,0.187
496,517.00,809.79,444,1.975,211.0,0.116,0.064,0.179,0.127,0.110,0.110,0.150,0.145
497,599.00,811.21,342,2.040,211.3,0.098,0.119,0.103,0.093,0.134,0.175,0.124,0.155
498,723.00,809.84,617,1.349,211.5,0.019,0.000,0.259,0.019,0.130,0.000,0.389,0.185
499,519.00,806.51,241,2.006,211.8,0.098,0.080,0.179,0.080,0.045,0.134,0.250,0.134
500,583.00,806.48,517,2.045,212.3,0.096,0.096,0.120,0.096,0.137,0.165,0.133,0.157
501,597.00,806.19,556,2.047,212.8,0.107,0.114,0.125,0.114,0.086,0.182,0.161,0.111
502,659.00,803.00,654,1.874,212.9,0.048,0.024,0.119,0.190,0.083,0.036,0.345,0.155
503,463.00,795.31,424,2.036,213.5,0.121,0.074,0.107,0.151,0.088,0.176,0.173,0.110
504,489.00,789.64,422,2.044,214.2,0.087,0.087,0.087,0.122,0.135,0.135,0.181,0.167
505,537.00,785.29,482,2.031,214.5,0.089,0.105,0.121,0.095,0.147,0.126,0.142,0.174
506,1387.00,788.36,1208,2.014,215.1,0.139,0.076,0.130,0.076,0.108,0.174,0.076,0.222
507,681.00,787.85,552,2.020,215.5,0.076,0.104,0.125,0.097,0.138,0.131,0.111,0.218
508,1000.00,785.12,911,1.878,215.7,0.085,0.053,0.138,0.011,0.181,0.117,0.117,0.298
509,487.00,776.54,454,2.031,216.2,0.121,0.121,0.093,0.086,0.121,0.224,0.079,0.155
510,1045.00,777.51,974,2.058,216.7,0.105,0.178,0.101,0.101,0.167,0.130,0.094,0.123
511,918.00,778.80,765,2.048,217.2,0.166,0.102,0.075,0.163,0.123,0.145,0.072,0.154
512,1157.00,775.85,690,1.844,217.4,0.134,0.042,0.059,0.042,0.118,0.235,0.101,0.269
513,1344.00,775.10,1132,2.010,218.1,0.139,0.089,0.105,0.085,0.107,0.204,0.083,0.188
514,659.00,770.33,378,1.866,218.3,0.070,0.062,0.031,0.023,0.312,0.172,0.070,0.258
515,616.00,766.84,597,2.046,219.1,0.114,0.120,0.065,0.082,0.133,0.183,0.122,0.181
516,1162.00,763.67,1131,1.710,219.2,0.065,0.013,0.078,0.000,0.143,0.182,0.325,0.195
517,1001.00,769.15,955,1.443,219.4,0.039,0.013,0.066,0.013,0.118,0.184,0.289,0.276
