episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home,prospect
4697,184.00,888.43,170,1.906,1953.3,0.200,0.081,0.075,0.125,0.094,0.087,0.163,0.175
4698,688.00,889.58,439,1.694,1953.5,0.402,0.000,0.031,0.155,0.052,0.021,0.165,0.175
4699,471.00,873.96,421,2.015,1953.9,0.209,0.104,0.112,0.126,0.104,0.097,0.140,0.108
4700,351.00,871.11,330,2.039,1954.6,0.159,0.148,0.087,0.123,0.108,0.114,0.150,0.110
4701,1179.00,876.89,947,1.811,1954.8,0.273,0.045,0.055,0.136,0.136,0.082,0.164,0.109
4702,1327.00,871.46,1317,1.767,1955.0,0.394,0.029,0.019,0.173,0.038,0.106,0.115,0.125
4703,611.00,868.72,585,2.002,1955.5,0.171,0.105,0.083,0.169,0.108,0.122,0.141,0.102
4704,1117.00,870.18,999,2.028,1956.5,0.187,0.137,0.075,0.140,0.122,0.112,0.109,0.117
4705,650.00,874.07,558,2.006,1957.0,0.170,0.134,0.069,0.110,0.128,0.149,0.125,0.113
4706,531.00,874.52,387,2.046,1957.7,0.192,0.116,0.092,0.125,0.134,0.134,0.107,0.098
4707,787.00,877.12,706,2.018,1958.3,0.109,0.151,0.088,0.166,0.138,0.099,0.114,0.135
4708,898.00,876.22,633,1.782,1958.5,0.069,0.074,0.166,0.326,0.086,0.074,0.069,0.137
4709,705.00,870.52,653,2.060,1959.6,0.106,0.136,0.128,0.112,0.179,0.112,0.120,0.106
4710,455.00,867.12,227,1.993,1960.1,0.068,0.129,0.079,0.201,0.090,0.072,0.201,0.158
4711,1045.00,871.55,835,1.944,1960.4,0.057,0.110,0.096,0.124,0.144,0.062,0.191,0.215
4712,1106.00,870.92,641,1.874,1960.7,0.106,0.106,0.072,0.168,0.096,0.058,0.144,0.250
4713,1243.00,871.46,1133,1.925,1961.1,0.057,0.090,0.108,0.151,0.143,0.057,0.154,0.240
4714,894.00,868.09,855,1.955,1961.6,0.068,0.079,0.100,0.168,0.104,0.082,0.150,0.250
4715,535.00,864.42,535,2.049,1962.2,0.110,0.083,0.129,0.131,0.112,0.088,0.160,0.188
4716,1302.00,869.16,1263,1.991,1962.5,0.098,0.047,0.130,0.163,0.126,0.126,0.177,0.135
4717,1583.00,881.51,1229,1.811,1962.7,0.074,0.012,0.210,0.235,0.074,0.062,0.210,0.123
4718,745.00,882.67,729,1.993,1963.0,0.100,0.048,0.199,0.139,0.117,0.126,0.121,0.152
4719,790.00,888.24,712,2.046,1963.5,0.080,0.080,0.166,0.172,0.138,0.080,0.140,0.143
4720,505.00,887.66,474,2.045,1963.9,0.131,0.051,0.152,0.146,0.141,0.101,0.152,0.126
4721,666.00,886.58,521,2.018,1964.2,0.191,0.064,0.142,0.049,0.186,0.137,0.147,0.083
4722,719.00,887.16,455,1.915,1964.3,0.112,0.056,0.258,0.034,0.101,0.090,0.157,0.191
4723,996.00,889.96,993,2.024,1964.6,0.150,0.105,0.158,0.053,0.120,0.053,0.128,0.233
4724,439.00,889.98,426,2.050,1965.0,0.137,0.133,0.141,0.081,0.119,0.078,0.156,0.156
4725,823.00,891.34,757,2.045,1965.7,0.131,0.159,0.140,0.093,0.161,0.101,0.106,0.110
4726,754.00,891.85,683,2.049,1966.3,0.124,0.121,0.148,0.088,0.146,0.113,0.162,0.099
4727,482.00,889.09,445,2.030,1966.6,0.160,0.191,0.098,0.044,0.080,0.120,0.173,0.133
4728,837.00,893.57,653,2.040,1966.9,0.163,0.152,0.130,0.082,0.152,0.098,0.103,0.120
4729,483.00,882.76,437,2.049,1967.6,0.107,0.144,0.172,0.077,0.144,0.126,0.123,0.107
4730,1042.00,884.64,862,1.976,1967.8,0.090,0.192,0.103,0.064,0.115,0.154,0.128,0.154
4731,484.00,879.81,364,1.987,1968.1,0.168,0.189,0.162,0.059,0.103,0.065,0.146,0.108
4732,570.00,881.40,330,1.864,1968.2,0.205,0.193,0.096,0.084,0.193,0.000,0.096,0.133
4733,1167.00,877.96,833,1.981,1968.4,0.144,0.153,0.180,0.108,0.135,0.045,0.108,0.126
4734,865.00,876.86,837,1.978,1968.7,0.153,0.092,0.135,0.061,0.100,0.061,0.218,0.179
4735,852.00,881.20,790,1.875,1968.9,0.282,0.188,0.120,0.060,0.137,0.009,0.137,0.068
4736,908.00,876.73,816,2.033,1970.3,0.129,0.116,0.165,0.087,0.110,0.079,0.140,0.174
4737,599.00,876.63,575,2.036,1971.0,0.157,0.100,0.142,0.089,0.115,0.104,0.122,0.171
4738,1619.00,887.06,1494,1.896,1971.4,0.192,0.077,0.132,0.077,0.192,0.101,0.118,0.111
4739,952.00,890.80,903,1.976,1972.1,0.217,0.095,0.131,0.062,0.133,0.099,0.082,0.181
4740,1193.00,895.17,1131,1.936,1972.6,0.235,0.091,0.110,0.067,0.140,0.116,0.098,0.143
4741,1852.00,901.76,1323,1.880,1972.9,0.323,0.079,0.110,0.049,0.159,0.085,0.061,0.134
4742,1276.00,902.81,1116,1.926,1973.2,0.253,0.062,0.120,0.041,0.095,0.170,0.116,0.141
4743,1042.00,909.81,1015,2.040,1974.7,0.180,0.085,0.125,0.108,0.105,0.116,0.113,0.168
4744,1117.00,915.17,526,1.776,1974.9,0.170,0.052,0.067,0.230,0.141,0.237,0.030,0.074
4745,727.00,917.07,590,1.821,1975.1,0.149,0.013,0.104,0.312,0.123,0.143,0.065,0.091
4746,1666.00,928.13,1300,1.965,1975.5,0.139,0.075,0.149,0.234,0.164,0.080,0.045,0.114
4747,732.00,927.73,672,1.942,1975.8,0.208,0.062,0.146,0.183,0.121,0.062,0.104,0.113
4748,668.00,929.52,353,1.881,1976.1,0.213,0.024,0.091,0.274,0.146,0.079,0.091,0.079
4749,1349.00,932.34,1265,1.891,1976.3,0.200,0.038,0.108,0.215,0.146,0.069,0.100,0.123
4750,1438.00,934.79,1272,1.934,1976.5,0.238,0.082,0.075,0.150,0.143,0.129,0.088,0.095
4751,1321.00,936.18,801,1.845,1976.8,0.180,0.033,0.120,0.233,0.160,0.093,0.073,0.107
4752,916.00,940.58,628,1.824,1977.0,0.271,0.045,0.084,0.239,0.135,0.071,0.058,0.097
4753,821.00,943.03,638,1.944,1977.4,0.234,0.056,0.075,0.218,0.159,0.075,0.079,0.103
4754,604.00,937.68,578,2.035,1978.3,0.155,0.063,0.153,0.139,0.170,0.081,0.100,0.139
4755,922.00,940.42,841,2.030,1979.4,0.155,0.065,0.160,0.134,0.126,0.121,0.101,0.138
4756,1338.00,943.89,1195,1.973,1979.9,0.195,0.071,0.153,0.124,0.168,0.130,0.050,0.109
4757,1390.00,949.65,961,1.780,1980.3,0.238,0.055,0.098,0.081,0.170,0.221,0.034,0.102
4758,473.00,950.53,333,1.886,1980.9,0.282,0.024,0.088,0.134,0.126,0.189,0.038,0.119
4759,730.00,947.15,563,1.878,1981.5,0.230,0.017,0.112,0.101,0.199,0.211,0.028,0.101
4760,1216.00,947.17,1096,1.874,1982.0,0.161,0.033,0.101,0.137,0.208,0.188,0.057,0.116
4761,829.00,943.93,684,1.954,1982.9,0.221,0.045,0.111,0.152,0.194,0.137,0.031,0.108
4762,395.00,941.15,81,1.965,1983.4,0.148,0.067,0.102,0.181,0.202,0.154,0.024,0.121
4763,1072.00,941.91,957,1.933,1983.9,0.183,0.050,0.112,0.133,0.183,0.171,0.047,0.121
4764,1010.00,948.14,577,1.746,1984.1,0.272,0.043,0.043,0.065,0.152,0.326,0.011,0.087
4765,934.00,947.51,761,1.933,1984.4,0.193,0.071,0.080,0.193,0.151,0.123,0.047,0.142
4766,442.00,941.17,208,1.981,1984.8,0.197,0.080,0.100,0.183,0.117,0.140,0.027,0.157
4767,1463.00,946.74,1250,1.920,1985.1,0.206,0.069,0.132,0.180,0.095,0.116,0.048,0.153
4768,703.00,945.34,556,2.012,1985.9,0.192,0.083,0.100,0.185,0.127,0.125,0.059,0.129
4769,524.00,935.70,477,2.026,1987.1,0.166,0.072,0.114,0.161,0.145,0.137,0.056,0.148
4770,2080.00,944.06,1380,1.974,1987.7,0.232,0.076,0.132,0.139,0.111,0.121,0.059,0.130
4771,955.00,942.73,906,1.942,1988.3,0.220,0.049,0.100,0.095,0.100,0.161,0.078,0.198
4772,729.00,946.09,569,1.968,1988.7,0.232,0.062,0.105,0.072,0.075,0.196,0.098,0.160
4773,887.00,945.68,742,1.980,1989.1,0.216,0.060,0.128,0.073,0.087,0.179,0.083,0.174
4774,611.00,945.17,461,1.963,1989.4,0.201,0.051,0.167,0.103,0.094,0.154,0.094,0.137
4775,761.00,939.77,743,2.040,1990.1,0.151,0.085,0.136,0.120,0.092,0.138,0.112,0.166
4776,1247.00,931.71,1125,1.933,1990.3,0.243,0.078,0.183,0.113,0.078,0.183,0.000,0.122
4777,862.00,933.42,730,2.003,1990.7,0.206,0.091,0.126,0.123,0.059,0.119,0.099,0.178
4778,1340.00,941.38,928,1.624,1990.8,0.110,0.066,0.088,0.044,0.022,0.440,0.044,0.187
4779,886.00,941.49,683,1.896,1991.0,0.143,0.071,0.102,0.061,0.041,0.224,0.143,0.214
4780,543.00,928.37,458,2.050,1991.6,0.128,0.088,0.128,0.137,0.110,0.124,0.133,0.153
4781,1312.00,932.06,603,1.932,1992.0,0.141,0.095,0.136,0.095,0.086,0.105,0.109,0.232
4782,1531.00,942.56,1495,1.988,1992.4,0.192,0.091,0.156,0.112,0.080,0.072,0.101,0.196
4783,1248.00,947.59,1123,1.819,1992.6,0.179,0.097,0.228,0.069,0.055,0.090,0.048,0.234
4784,461.00,945.59,444,1.975,1993.0,0.193,0.142,0.094,0.086,0.086,0.099,0.099,0.202
4785,537.00,946.19,352,1.962,1993.2,0.224,0.147,0.098,0.084,0.091,0.077,0.084,0.196
4786,717.00,942.98,602,2.025,1993.5,0.210,0.157,0.100,0.100,0.124,0.048,0.110,0.152
4787,1258.00,936.78,1167,1.891,1993.7,0.216,0.118,0.216,0.049,0.078,0.088,0.118,0.118
4788,1288.00,932.23,511,1.992,1994.0,0.219,0.095,0.139,0.055,0.095,0.085,0.100,0.214
4789,509.00,921.41,376,2.028,1994.5,0.187,0.125,0.121,0.118,0.134,0.112,0.103,0.100
4790,1067.00,927.21,543,1.937,1994.7,0.218,0.113,0.195,0.053,0.045,0.098,0.173,0.105
4791,1097.00,926.52,830,1.911,1994.9,0.296,0.122,0.061,0.078,0.148,0.087,0.113,0.096
4792,933.00,929.20,859,1.903,1995.2,0.284,0.082,0.087,0.071,0.115,0.131,0.120,0.109
4793,588.00,926.66,447,1.961,1995.4,0.252,0.115,0.086,0.101,0.108,0.101,0.094,0.144
4794,913.00,921.90,814,1.810,1995.6,0.392,0.120,0.112,0.072,0.072,0.104,0.048,0.080
4795,798.00,912.82,729,2.035,1997.1,0.201,0.107,0.128,0.141,0.127,0.087,0.094,0.115
4796,659.00,909.39,532,1.973,1997.6,0.161,0.100,0.239,0.072,0.186,0.058,0.100,0.083
4797,2597.00,933.52,1883,1.670,1997.8,0.379,0.197,0.174,0.068,0.068,0.045,0.030,0.038
4798,721.00,933.85,619,1.943,1998.4,0.202,0.169,0.136,0.060,0.145,0.060,0.139,0.088
4799,1121.00,940.35,1050,1.952,1998.9,0.243,0.161,0.130,0.096,0.113,0.079,0.113,0.065
4800,1256.00,949.40,1026,1.847,1999.3,0.266,0.139,0.169,0.055,0.127,0.051,0.148,0.046
4801,736.00,944.97,606,1.869,1999.7,0.262,0.156,0.101,0.042,0.169,0.042,0.190,0.038
4802,431.00,936.01,429,1.999,2000.2,0.199,0.166,0.096,0.096,0.117,0.093,0.163,0.069
4803,621.00,936.11,541,1.804,2000.5,0.242,0.081,0.127,0.068,0.288,0.025,0.123,0.047
4804,1498.00,939.92,1026,1.591,2000.8,0.211,0.089,0.111,0.044,0.378,0.028,0.078,0.061
4805,1105.00,944.47,417,1.664,2001.1,0.231,0.128,0.103,0.058,0.340,0.038,0.051,0.051
4806,1358.00,952.74,1159,1.991,2001.7,0.217,0.115,0.124,0.100,0.166,0.064,0.086,0.126
4807,1454.00,959.41,767,2.004,2002.3,0.218,0.122,0.119,0.102,0.136,0.125,0.093,0.085
4808,489.00,955.32,333,1.983,2002.6,0.220,0.113,0.107,0.056,0.203,0.124,0.119,0.056
4809,849.00,956.76,788,2.055,2003.3,0.176,0.102,0.080,0.082,0.149,0.161,0.137,0.114
4810,599.00,958.20,571,2.010,2004.0,0.189,0.160,0.085,0.090,0.087,0.198,0.106,0.085
4811,797.00,955.72,480,2.000,2004.4,0.112,0.223,0.112,0.073,0.073,0.196,0.081,0.131
4812,1531.00,959.97,1213,2.048,2005.9,0.193,0.105,0.139,0.128,0.123,0.142,0.072,0.098
4813,990.00,957.44,717,1.994,2006.1,0.188,0.153,0.139,0.062,0.118,0.146,0.076,0.118
4814,1169.00,960.19,669,1.912,2006.4,0.189,0.200,0.122,0.083,0.089,0.106,0.039,0.172
4815,1044.00,965.28,986,2.018,2007.0,0.143,0.143,0.094,0.186,0.135,0.094,0.080,0.126
4816,654.00,958.80,583,2.025,2007.3,0.134,0.139,0.106,0.106,0.167,0.093,0.088,0.167
4817,880.00,951.77,775,2.038,2007.8,0.153,0.150,0.077,0.131,0.150,0.102,0.077,0.160
4818,897.00,953.29,655,2.034,2008.1,0.147,0.162,0.113,0.108,0.132,0.113,0.083,0.142
4819,1049.00,955.88,816,2.001,2008.3,0.164,0.119,0.090,0.075,0.119,0.164,0.075,0.194
4820,461.00,955.44,447,2.035,2008.5,0.147,0.113,0.085,0.107,0.141,0.107,0.169,0.130
4821,829.00,957.07,636,2.039,2008.8,0.159,0.121,0.072,0.116,0.169,0.135,0.121,0.106
4822,692.00,956.80,544,2.051,2009.6,0.165,0.109,0.095,0.147,0.163,0.099,0.109,0.111
4823,588.00,952.72,541,2.027,2009.9,0.125,0.196,0.058,0.134,0.112,0.125,0.152,0.098
4824,758.00,955.91,748,2.018,2010.2,0.167,0.144,0.083,0.128,0.139,0.100,0.144,0.094
4825,778.00,955.46,735,2.029,2010.6,0.140,0.126,0.093,0.146,0.159,0.133,0.136,0.066
4826,934.00,957.26,786,1.798,2010.8,0.062,0.346,0.099,0.012,0.086,0.062,0.296,0.037
4827,802.00,960.46,720,2.047,2011.7,0.127,0.129,0.110,0.168,0.164,0.116,0.098,0.087
4828,636.00,958.45,404,1.961,2012.4,0.108,0.154,0.062,0.140,0.189,0.143,0.055,0.149
4829,1507.00,968.69,1199,1.965,2012.7,0.180,0.127,0.101,0.138,0.164,0.111,0.079,0.101
4830,1663.00,974.90,1558,1.917,2012.9,0.236,0.096,0.070,0.051,0.217,0.140,0.064,0.127
4831,1584.00,985.90,1155,1.808,2013.1,0.259,0.130,0.065,0.046,0.185,0.157,0.056,0.102
4832,1037.00,990.57,946,1.956,2013.6,0.233,0.121,0.106,0.100,0.186,0.097,0.065,0.091
4833,827.00,987.17,768,1.886,2013.9,0.284,0.244,0.091,0.046,0.096,0.081,0.071,0.086
4834,1533.00,993.85,758,1.939,2014.3,0.218,0.208,0.111,0.097,0.111,0.125,0.046,0.083
4835,1020.00,995.53,808,1.942,2014.5,0.193,0.176,0.108,0.080,0.091,0.136,0.091,0.125
4836,576.00,992.21,394,2.014,2015.1,0.189,0.149,0.084,0.070,0.189,0.145,0.058,0.117
4837,1389.00,1000.11,1336,1.951,2015.4,0.101,0.189,0.128,0.115,0.155,0.068,0.135,0.108
4838,1362.00,997.54,747,1.954,2015.6,0.203,0.184,0.133,0.101,0.089,0.063,0.127,0.101
4839,1060.00,998.62,1041,2.042,2016.7,0.158,0.162,0.095,0.135,0.153,0.102,0.081,0.114
4840,534.00,992.03,444,2.025,2017.1,0.136,0.163,0.124,0.081,0.171,0.112,0.116,0.097
4841,1339.00,986.90,1152,1.573,2017.3,0.065,0.078,0.143,0.026,0.221,0.052,0.390,0.026
4842,788.00,982.02,677,1.528,2017.4,0.065,0.152,0.174,0.000,0.174,0.000,0.391,0.043
4843,569.00,977.29,500,1.693,2017.5,0.154,0.154,0.185,0.031,0.138,0.046,0.246,0.046
4844,442.00,970.54,302,1.995,2017.9,0.147,0.195,0.075,0.094,0.184,0.090,0.147,0.068
4845,773.00,971.00,689,1.873,2018.1,0.045,0.235,0.152,0.030,0.220,0.053,0.205,0.061
4846,440.00,958.74,322,2.028,2018.4,0.105,0.169,0.087,0.132,0.142,0.119,0.160,0.087
4847,789.00,959.31,694,2.022,2019.0,0.145,0.153,0.113,0.116,0.127,0.095,0.166,0.084
4848,1041.00,963.04,877,1.948,2019.3,0.168,0.217,0.115,0.035,0.106,0.071,0.181,0.106
4849,916.00,958.71,900,1.810,2019.5,0.137,0.288,0.041,0.014,0.096,0.041,0.301,0.082
4850,891.00,953.24,643,1.936,2019.8,0.161,0.206,0.111,0.033,0.117,0.117,0.139,0.117
4851,604.00,946.07,505,1.995,2020.3,0.178,0.205,0.074,0.068,0.101,0.117,0.148,0.109
4852,965.00,946.56,463,1.901,2020.5,0.165,0.212,0.165,0.024,0.094,0.059,0.129,0.153
4853,1004.00,948.39,901,1.917,2020.7,0.082,0.073,0.164,0.009,0.145,0.082,0.191,0.255
4854,1364.00,955.99,1211,1.970,2020.9,0.106,0.163,0.128,0.035,0.177,0.156,0.149,0.085
4855,510.00,951.87,219,2.029,2021.4,0.163,0.204,0.082,0.047,0.119,0.122,0.154,0.110
4856,649.00,944.98,490,2.034,2021.7,0.074,0.185,0.144,0.056,0.171,0.120,0.130,0.120
4857,725.00,938.33,493,2.007,2022.0,0.119,0.178,0.144,0.035,0.124,0.153,0.129,0.119
4858,1178.00,945.38,60,1.911,2022.3,0.114,0.093,0.293,0.014,0.064,0.071,0.157,0.193
4859,600.00,944.08,550,2.028,2022.8,0.191,0.166,0.074,0.077,0.077,0.105,0.166,0.145
4860,467.00,936.59,452,2.043,2023.8,0.119,0.159,0.125,0.099,0.152,0.110,0.104,0.132
4861,1180.00,940.10,492,1.817,2023.9,0.234,0.072,0.261,0.036,0.108,0.090,0.063,0.135
4862,1047.00,946.62,963,1.995,2024.5,0.142,0.157,0.172,0.056,0.147,0.123,0.103,0.100
4863,812.00,944.02,348,1.933,2024.8,0.222,0.134,0.103,0.015,0.196,0.149,0.041,0.139
4864,1097.00,944.89,1041,2.001,2025.5,0.147,0.145,0.103,0.063,0.142,0.156,0.077,0.168
4865,1734.00,952.89,1295,1.925,2025.8,0.187,0.093,0.176,0.031,0.109,0.171,0.052,0.181
4866,1231.00,960.78,1223,2.026,2026.8,0.170,0.115,0.113,0.097,0.169,0.115,0.100,0.121
4867,582.00,951.97,332,1.961,2027.3,0.138,0.252,0.092,0.046,0.145,0.123,0.049,0.154
4868,421.00,949.15,346,1.994,2027.8,0.168,0.227,0.087,0.065,0.120,0.133,0.081,0.120
4869,783.00,951.74,628,1.996,2028.3,0.177,0.220,0.093,0.062,0.127,0.124,0.062,0.134
4870,690.00,937.84,584,2.034,2029.0,0.154,0.138,0.138,0.126,0.119,0.119,0.072,0.134
4871,1719.00,945.48,1390,1.935,2029.4,0.159,0.144,0.133,0.096,0.162,0.089,0.103,0.114
4872,504.00,943.23,338,1.902,2029.8,0.211,0.242,0.060,0.057,0.170,0.068,0.068,0.125
4873,1025.00,944.61,798,1.990,2030.4,0.167,0.198,0.103,0.059,0.121,0.121,0.093,0.139
4874,700.00,945.50,542,2.018,2031.1,0.174,0.193,0.070,0.105,0.158,0.112,0.063,0.126
4875,1227.00,950.16,1114,1.921,2031.4,0.167,0.242,0.111,0.096,0.081,0.086,0.081,0.136
4876,992.00,947.61,599,1.920,2031.7,0.195,0.190,0.115,0.124,0.093,0.093,0.044,0.146
4877,1417.00,953.16,618,1.664,2031.9,0.365,0.260,0.087,0.221,0.019,0.000,0.010,0.038
4878,588.00,945.64,588,2.023,2032.5,0.155,0.150,0.099,0.113,0.161,0.078,0.097,0.147
4879,546.00,942.24,407,2.002,2033.0,0.178,0.133,0.117,0.082,0.144,0.117,0.098,0.130
4880,1382.00,950.63,1346,1.255,2033.1,0.574,0.115,0.049,0.115,0.016,0.000,0.049,0.082
4881,845.00,945.96,749,1.981,2033.7,0.182,0.145,0.097,0.082,0.173,0.102,0.131,0.088
4882,895.00,939.60,744,1.966,2034.2,0.186,0.118,0.094,0.127,0.162,0.109,0.112,0.091
4883,182.00,928.94,162,2.038,2035.1,0.199,0.101,0.115,0.086,0.161,0.086,0.146,0.108
4884,1054.00,934.87,985,2.032,2035.9,0.166,0.111,0.117,0.122,0.164,0.129,0.111,0.080
4885,348.00,932.98,309,1.999,2037.5,0.195,0.116,0.111,0.123,0.145,0.095,0.127,0.087
4886,631.00,932.12,79,1.530,2037.6,0.324,0.088,0.373,0.049,0.020,0.108,0.020,0.020
4887,612.00,925.66,533,1.958,2038.9,0.123,0.112,0.278,0.082,0.099,0.116,0.090,0.100
4888,1384.00,926.62,1262,1.935,2039.3,0.124,0.124,0.271,0.128,0.081,0.093,0.112,0.066
4889,469.00,926.22,361,1.857,2039.7,0.060,0.088,0.204,0.291,0.046,0.161,0.088,0.063
4890,0.00,915.55,0,0.029,2039.8,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4891,600.00,910.58,521,2.002,2040.4,0.087,0.136,0.213,0.149,0.080,0.147,0.087,0.100
4892,896.00,910.21,746,1.986,2040.8,0.163,0.110,0.142,0.163,0.064,0.199,0.078,0.082
4893,1103.00,915.36,1069,1.934,2041.4,0.125,0.088,0.196,0.136,0.071,0.230,0.085,0.068
4894,964.00,915.87,766,2.042,2043.1,0.143,0.122,0.167,0.115,0.097,0.166,0.083,0.107
4895,0.00,907.89,0,0.001,2043.2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4896,450.00,905.80,376,1.944,2043.7,0.158,0.070,0.211,0.062,0.051,0.101,0.138,0.208
4897,988.00,889.71,946,1.983,2044.6,0.168,0.082,0.205,0.077,0.072,0.135,0.112,0.149
4898,611.00,888.61,516,1.966,2045.1,0.177,0.045,0.201,0.075,0.081,0.117,0.147,0.159
4899,1072.00,888.12,617,1.899,2045.4,0.245,0.048,0.197,0.111,0.062,0.130,0.091,0.115
4900,1042.00,885.98,656,1.669,2045.6,0.321,0.015,0.248,0.073,0.058,0.117,0.058,0.109
4901,0.00,878.62,0,0.005,2045.7,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4902,574.00,880.05,540,1.948,2046.4,0.240,0.043,0.199,0.069,0.102,0.133,0.099,0.115
4903,701.00,880.85,594,1.973,2047.0,0.217,0.048,0.207,0.093,0.076,0.098,0.108,0.154
4904,593.00,871.80,579,1.987,2047.5,0.201,0.036,0.145,0.089,0.100,0.131,0.111,0.187
4905,726.00,868.01,647,1.965,2048.0,0.204,0.069,0.175,0.075,0.098,0.103,0.147,0.129
4906,1018.00,864.61,907,2.026,2049.1,0.154,0.104,0.155,0.106,0.152,0.094,0.111,0.124
4907,899.00,859.06,540,1.962,2049.4,0.166,0.072,0.193,0.083,0.110,0.116,0.116,0.144
4908,907.00,863.24,655,1.899,2049.6,0.138,0.034,0.214,0.055,0.131,0.076,0.193,0.159
4909,798.00,862.73,600,1.814,2049.9,0.190,0.028,0.176,0.049,0.211,0.063,0.134,0.148
4910,503.00,861.77,496,1.980,2050.2,0.094,0.056,0.202,0.038,0.146,0.070,0.155,0.239
4911,478.00,858.58,369,2.036,2050.9,0.134,0.075,0.138,0.101,0.188,0.134,0.108,0.123
4912,890.00,852.17,767,1.040,2051.0,0.633,0.061,0.020,0.061,0.020,0.020,0.061,0.122
4913,760.00,849.87,652,2.052,2051.5,0.083,0.115,0.123,0.112,0.235,0.120,0.112,0.101
4914,447.00,842.65,425,2.048,2052.1,0.105,0.093,0.154,0.100,0.176,0.137,0.135,0.098
4915,602.00,838.23,521,2.018,2052.5,0.094,0.082,0.123,0.107,0.201,0.131,0.127,0.135
4916,0.00,831.69,0,0.034,2052.6,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4917,0.00,822.89,0,0.226,2052.7,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4918,1146.00,825.38,909,1.984,2052.9,0.213,0.073,0.133,0.093,0.140,0.120,0.073,0.153
4919,837.00,823.26,618,2.046,2053.5,0.152,0.093,0.139,0.113,0.162,0.113,0.082,0.147
4920,1023.00,828.88,857,1.959,2053.8,0.195,0.038,0.182,0.101,0.176,0.088,0.126,0.094
4921,1092.00,831.51,919,1.969,2054.2,0.183,0.105,0.160,0.105,0.124,0.105,0.092,0.127
4922,551.00,830.10,512,2.041,2055.0,0.187,0.091,0.140,0.094,0.143,0.113,0.100,0.132
4923,1222.00,836.44,1144,1.811,2055.2,0.275,0.087,0.154,0.054,0.067,0.094,0.114,0.154
4924,507.00,833.93,426,2.059,2056.0,0.159,0.146,0.134,0.085,0.163,0.101,0.114,0.098
4925,1318.00,839.33,1304,1.746,2056.2,0.244,0.081,0.081,0.057,0.122,0.179,0.146,0.089
4926,296.00,832.95,44,0.664,2056.3,0.877,0.018,0.000,0.000,0.035,0.018,0.035,0.018
4927,0.00,824.93,0,0.009,2056.4,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4928,627.00,824.84,382,2.012,2056.9,0.127,0.068,0.075,0.084,0.127,0.234,0.166,0.120
4929,762.00,817.39,525,2.000,2057.2,0.208,0.057,0.094,0.068,0.104,0.161,0.161,0.146
4930,877.00,809.53,552,1.846,2057.3,0.237,0.065,0.140,0.075,0.086,0.097,0.204,0.097
4931,327.00,796.96,316,2.034,2057.8,0.146,0.062,0.096,0.110,0.107,0.180,0.194,0.107
4932,728.00,793.87,728,1.977,2058.1,0.237,0.081,0.075,0.098,0.092,0.162,0.156,0.098
4933,546.00,791.06,431,2.047,2058.6,0.128,0.055,0.118,0.138,0.138,0.180,0.142,0.100
4934,427.00,780.00,382,2.043,2059.0,0.075,0.105,0.098,0.121,0.222,0.127,0.144,0.108
4935,477.00,774.57,423,2.058,2059.5,0.108,0.108,0.087,0.148,0.159,0.119,0.162,0.108
4936,403.00,772.84,336,2.058,2060.0,0.126,0.144,0.091,0.115,0.150,0.082,0.165,0.126
4937,1172.00,770.67,951,1.556,2060.1,0.424,0.094,0.059,0.012,0.141,0.118,0.059,0.094
4938,326.00,760.31,273,2.021,2060.4,0.094,0.089,0.110,0.094,0.120,0.152,0.236,0.105
4939,819.00,757.90,788,2.048,2061.7,0.168,0.148,0.119,0.118,0.116,0.119,0.105,0.106
4940,1894.00,771.50,1666,1.943,2061.9,0.168,0.134,0.084,0.109,0.126,0.101,0.160,0.118
4941,314.00,761.25,248,2.031,2062.5,0.111,0.108,0.086,0.128,0.118,0.150,0.180,0.118
4942,347.00,756.84,320,2.015,2062.8,0.089,0.078,0.140,0.073,0.034,0.168,0.268,0.151
4943,1124.00,762.39,1068,2.038,2064.0,0.162,0.141,0.135,0.153,0.101,0.101,0.089,0.118
4944,928.00,767.25,666,1.930,2064.2,0.137,0.084,0.137,0.107,0.046,0.099,0.229,0.160
4945,1269.00,772.21,912,1.932,2064.4,0.121,0.096,0.140,0.115,0.127,0.127,0.204,0.070
4946,694.00,774.75,673,1.711,2064.6,0.063,0.099,0.117,0.036,0.027,0.054,0.432,0.171
4947,641.00,773.27,510,1.837,2064.8,0.093,0.102,0.083,0.074,0.037,0.130,0.296,0.185
4948,897.00,771.83,797,1.916,2065.2,0.062,0.131,0.154,0.069,0.058,0.131,0.238,0.158
4949,374.00,766.41,348,2.008,2065.9,0.110,0.127,0.140,0.106,0.063,0.121,0.153,0.179
4950,527.00,762.77,455,1.876,2066.1,0.103,0.074,0.059,0.051,0.022,0.140,0.287,0.265
4951,712.00,763.85,565,1.771,2066.4,0.231,0.231,0.035,0.070,0.021,0.063,0.105,0.245
