episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,opponent,current_lr,stay,north,east,south,west,random,home,prospect
218,3315.00,10265.22,0,0.685,861.8,greedy,3.00e-04,0.000,0.444,0.018,0.000,0.000,0.000,0.000,0.538
219,1572.00,10186.74,0,0.637,862.4,greedy,3.00e-04,0.000,0.548,0.000,0.000,0.000,0.000,0.000,0.452
220,4237.50,10118.49,0,0.609,864.0,greedy,3.00e-04,0.000,0.319,0.342,0.000,0.000,0.000,0.000,0.339
221,2784.00,10089.08,5,0.672,864.9,greedy,3.00e-04,0.000,0.479,0.000,0.000,0.000,0.000,0.000,0.521
222,2219.50,9992.20,265,0.648,865.2,greedy,3.00e-04,0.000,0.612,0.000,0.000,0.000,0.000,0.000,0.388
223,1166.50,9893.74,0,0.596,865.6,greedy,3.00e-04,0.000,0.580,0.000,0.000,0.000,0.000,0.000,0.420
224,2319.00,9846.24,662,0.680,865.8,greedy,3.00e-04,0.000,0.507,0.000,0.000,0.000,0.000,0.000,0.493
225,2290.50,9787.82,305,0.669,866.2,greedy,3.00e-04,0.000,0.631,0.000,0.000,0.000,0.000,0.000,0.369
226,1734.00,9743.38,0,0.650,866.8,greedy,3.00e-04,0.000,0.648,0.000,0.000,0.000,0.000,0.000,0.352
227,2158.00,9677.81,0,0.677,868.1,greedy,3.00e-04,0.000,0.626,0.134,0.000,0.000,0.000,0.000,0.240
228,3595.00,9640.97,0,0.611,870.5,greedy,3.00e-04,0.000,0.261,0.528,0.000,0.000,0.000,0.000,0.211
229,3091.00,9593.28,0,0.707,872.0,greedy,3.00e-04,0.000,0.373,0.217,0.000,0.000,0.000,0.000,0.410
230,2121.50,9543.07,0,0.636,872.5,greedy,3.00e-04,0.000,0.507,0.000,0.000,0.000,0.000,0.000,0.493
231,4302.50,9469.64,518,0.603,873.6,greedy,3.00e-04,0.000,0.243,0.183,0.000,0.000,0.000,0.000,0.574
232,2418.00,9379.92,0,0.640,874.5,greedy,3.00e-04,0.000,0.321,0.000,0.000,0.000,0.000,0.000,0.679
233,3352.00,9290.18,0,0.552,875.2,greedy,3.00e-04,0.000,0.242,0.000,0.000,0.000,0.000,0.000,0.758
234,1880.50,9239.70,0,0.658,876.2,greedy,3.00e-04,0.000,0.337,0.000,0.000,0.000,0.000,0.000,0.663
235,2369.00,9104.56,107,0.596,876.8,greedy,3.00e-04,0.000,0.356,0.000,0.000,0.000,0.000,0.000,0.644
236,2147.00,9028.00,0,0.650,877.5,greedy,3.00e-04,0.000,0.328,0.031,0.000,0.000,0.000,0.000,0.641
237,2750.50,8854.66,3,0.670,878.4,greedy,3.00e-04,0.000,0.230,0.299,0.000,0.000,0.000,0.000,0.471
238,2850.00,8790.27,0,0.593,879.3,greedy,3.00e-04,0.000,0.190,0.373,0.000,0.000,0.000,0.000,0.437
239,7072.00,8791.62,457,0.572,882.1,greedy,3.00e-04,0.000,0.107,0.614,0.000,0.000,0.000,0.000,0.279
240,4700.00,8793.95,0,0.608,883.0,greedy,3.00e-04,0.000,0.316,0.007,0.000,0.000,0.000,0.000,0.677
241,5126.00,8793.09,0,0.630,884.7,greedy,3.00e-04,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.556
242,3442.50,8722.42,157,0.609,885.2,greedy,3.00e-04,0.000,0.319,0.000,0.000,0.000,0.000,0.000,0.681
243,2944.00,8718.70,0,0.647,886.1,greedy,3.00e-04,0.000,0.299,0.000,0.000,0.000,0.000,0.000,0.701
244,2283.50,8713.51,0,0.624,886.7,greedy,3.00e-04,0.000,0.275,0.000,0.000,0.000,0.000,0.000,0.725
245,3140.00,8720.72,0,0.757,888.0,greedy,3.00e-04,0.000,0.391,0.122,0.000,0.000,0.000,0.000,0.487
246,1199.50,8665.03,0,0.721,888.5,greedy,3.00e-04,0.000,0.543,0.000,0.000,0.000,0.000,0.000,0.457
247,2334.00,8587.27,0,0.450,889.2,greedy,3.00e-04,0.000,0.188,0.604,0.000,0.000,0.000,0.000,0.208
248,2900.50,8586.27,0,0.586,889.8,greedy,3.00e-04,0.000,0.138,0.549,0.000,0.000,0.000,0.000,0.312
249,2857.00,8574.39,6,0.672,890.8,greedy,3.00e-04,0.000,0.369,0.048,0.000,0.000,0.000,0.000,0.583
250,2184.00,8543.90,256,0.683,891.1,greedy,3.00e-04,0.000,0.589,0.000,0.000,0.000,0.000,0.000,0.411
251,2589.50,8532.56,79,0.475,892.5,greedy,3.00e-04,0.000,0.192,0.557,0.000,0.000,0.000,0.000,0.251
252,1349.50,8518.85,0,0.716,893.2,greedy,3.00e-04,0.000,0.600,0.000,0.000,0.000,0.000,0.000,0.400
253,2943.00,8512.78,0,0.286,895.2,greedy,3.00e-04,0.000,0.091,0.850,0.000,0.000,0.000,0.000,0.059
254,2496.00,8500.66,38,0.521,896.2,greedy,3.00e-04,0.000,0.610,0.280,0.000,0.000,0.000,0.000,0.110
255,1054.00,8481.33,0,0.569,896.8,greedy,3.00e-04,0.000,0.799,0.000,0.000,0.000,0.000,0.000,0.201
256,3062.50,8457.65,0,0.398,898.1,greedy,3.00e-04,0.000,0.136,0.817,0.000,0.000,0.000,0.000,0.047
257,1986.50,8380.80,0,0.720,898.8,greedy,3.00e-04,0.000,0.393,0.032,0.000,0.000,0.000,0.000,0.575
258,1735.00,8336.07,0,0.681,899.9,greedy,3.00e-04,0.000,0.365,0.254,0.000,0.000,0.000,0.000,0.380
259,3986.50,8327.73,76,0.704,901.0,greedy,3.00e-04,0.000,0.425,0.062,0.000,0.000,0.000,0.000,0.513
260,3518.00,8300.80,0,0.668,902.2,greedy,3.00e-04,0.000,0.395,0.015,0.000,0.000,0.000,0.000,0.590
261,3015.50,8198.67,0,0.686,903.1,greedy,3.00e-04,0.000,0.409,0.000,0.000,0.000,0.000,0.000,0.591
262,2177.00,8009.54,60,0.659,903.5,greedy,3.00e-04,0.000,0.424,0.000,0.000,0.000,0.000,0.000,0.576
263,2599.50,7862.73,19,0.729,904.3,greedy,3.00e-04,0.000,0.366,0.012,0.000,0.000,0.000,0.000,0.623
264,2431.00,7720.13,0,0.723,905.4,greedy,3.00e-04,0.000,0.444,0.051,0.000,0.000,0.000,0.000,0.506
265,2218.00,7525.88,5,0.711,906.3,greedy,3.00e-04,0.000,0.486,0.011,0.000,0.000,0.000,0.000,0.504
266,3300.00,7429.90,307,0.585,906.8,greedy,3.00e-04,0.000,0.345,0.000,0.000,0.000,0.000,0.000,0.655
267,3984.50,7258.89,0,0.622,907.7,greedy,3.00e-04,0.000,0.334,0.003,0.000,0.000,0.000,0.000,0.662
268,3595.50,7137.51,0,0.635,908.7,greedy,3.00e-04,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.660
269,4437.50,6999.54,0,0.621,909.7,greedy,3.00e-04,0.000,0.256,0.000,0.000,0.000,0.000,0.000,0.744
270,1936.00,6809.16,0,0.669,910.2,greedy,3.00e-04,0.000,0.375,0.000,0.000,0.000,0.000,0.000,0.625
271,1997.50,6610.35,185,0.675,910.6,greedy,3.00e-04,0.000,0.551,0.000,0.000,0.000,0.000,0.000,0.449
272,2308.00,6436.90,0,0.559,911.2,greedy,3.00e-04,0.000,0.403,0.370,0.000,0.000,0.000,0.000,0.227
273,6661.00,6380.95,6,0.385,914.2,greedy,3.00e-04,0.000,0.130,0.797,0.000,0.000,0.000,0.000,0.073
274,2389.00,6288.90,0,0.805,915.2,greedy,3.00e-04,0.000,0.464,0.184,0.000,0.000,0.000,0.000,0.352
275,2845.50,6162.00,138,0.759,916.4,greedy,3.00e-04,0.000,0.448,0.221,0.000,0.000,0.000,0.000,0.331
276,2102.50,5994.40,50,0.762,917.4,greedy,3.00e-04,0.000,0.485,0.090,0.000,0.000,0.000,0.000,0.426
277,3669.00,5932.07,0,0.565,918.7,greedy,3.00e-04,0.000,0.241,0.395,0.000,0.000,0.000,0.000,0.364
278,2813.00,5791.74,0,0.693,919.6,greedy,3.00e-04,0.000,0.311,0.101,0.000,0.000,0.000,0.000,0.588
279,2362.00,5693.96,96,0.579,920.1,greedy,3.00e-04,0.000,0.392,0.000,0.000,0.000,0.000,0.000,0.608
280,2560.50,5483.45,64,0.569,920.7,greedy,3.00e-04,0.000,0.213,0.034,0.000,0.000,0.000,0.000,0.753
281,3547.00,5329.76,0,0.504,922.0,greedy,3.00e-04,0.000,0.170,0.464,0.000,0.000,0.000,0.000,0.366
282,3183.00,5191.94,0,0.544,922.9,greedy,3.00e-04,0.000,0.162,0.385,0.000,0.000,0.000,0.000,0.453
283,6672.50,5144.78,0,0.444,925.2,greedy,3.00e-04,0.000,0.070,0.678,0.000,0.000,0.000,0.000,0.252
284,3158.50,5044.38,0,0.704,926.5,greedy,3.00e-04,0.000,0.371,0.104,0.000,0.000,0.000,0.000,0.524
285,3523.50,4914.19,0,0.645,927.8,greedy,3.00e-04,0.000,0.278,0.133,0.000,0.000,0.000,0.000,0.589
286,4232.00,4820.31,0,0.682,929.0,greedy,3.00e-04,0.000,0.359,0.095,0.000,0.000,0.000,0.000,0.546
287,3099.50,4689.82,115,0.656,929.8,greedy,3.00e-04,0.000,0.386,0.000,0.000,0.000,0.000,0.000,0.614
288,1925.50,4581.77,0,0.686,930.5,greedy,3.00e-04,0.000,0.506,0.000,0.000,0.000,0.000,0.000,0.494
289,4015.00,4420.41,0,0.603,932.6,greedy,3.00e-04,0.000,0.260,0.547,0.000,0.000,0.000,0.000,0.193
290,3628.00,4229.48,0,0.762,934.4,greedy,3.00e-04,0.000,0.370,0.240,0.000,0.000,0.000,0.000,0.390
291,2167.00,4015.16,0,0.695,935.4,greedy,3.00e-04,0.000,0.434,0.150,0.000,0.000,0.000,0.000,0.415
292,4259.00,3826.14,86,0.667,937.1,greedy,3.00e-04,0.000,0.278,0.327,0.000,0.000,0.000,0.000,0.395
293,2471.00,3648.30,318,0.679,937.8,greedy,3.00e-04,0.000,0.482,0.000,0.000,0.000,0.000,0.000,0.518
294,2288.00,3494.03,0,0.738,939.4,greedy,3.00e-04,0.000,0.417,0.199,0.000,0.000,0.000,0.000,0.384
295,2644.50,3412.41,0,0.686,940.1,greedy,3.00e-04,0.000,0.575,0.000,0.000,0.000,0.000,0.000,0.425
296,2916.00,3300.33,9,0.672,940.8,greedy,3.00e-04,0.000,0.545,0.000,0.000,0.000,0.000,0.000,0.455
297,2131.50,3164.58,258,0.668,941.3,greedy,3.00e-04,0.000,0.497,0.000,0.000,0.000,0.000,0.000,0.503
298,1616.00,2963.61,0,0.719,941.7,greedy,3.00e-04,0.000,0.371,0.000,0.000,0.000,0.000,0.000,0.629
299,2593.00,2826.32,0,0.754,942.6,greedy,3.00e-04,0.000,0.311,0.303,0.000,0.000,0.000,0.000,0.385
300,2258.00,2813.16,86,0.784,943.7,greedy,3.00e-04,0.000,0.268,0.446,0.000,0.000,0.000,0.000,0.285
301,1126.00,2811.55,0,0.791,944.5,greedy,3.00e-04,0.000,0.516,0.016,0.000,0.000,0.000,0.000,0.467
302,2056.00,2804.56,0,0.723,945.3,greedy,3.00e-04,0.000,0.241,0.332,0.000,0.000,0.000,0.000,0.427
303,1713.50,2806.82,135,0.527,945.9,greedy,3.00e-04,0.000,0.141,0.258,0.000,0.000,0.000,0.000,0.601
304,2604.00,2815.59,0,0.513,947.1,greedy,3.00e-04,0.000,0.132,0.637,0.000,0.000,0.000,0.000,0.231
305,1646.50,2822.02,134,0.685,947.9,greedy,3.00e-04,0.000,0.426,0.005,0.000,0.000,0.000,0.000,0.569
306,2487.50,2818.60,143,0.771,948.8,greedy,3.00e-04,0.000,0.395,0.097,0.000,0.000,0.000,0.000,0.508
307,3623.50,2837.03,112,0.665,949.9,greedy,3.00e-04,0.000,0.574,0.087,0.000,0.000,0.000,0.000,0.339
308,3371.50,2852.08,120,0.624,950.9,greedy,3.00e-04,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.307
309,1283.00,2834.24,93,0.614,951.7,greedy,3.00e-04,0.000,0.688,0.000,0.000,0.000,0.000,0.000,0.312
310,2281.00,2827.24,0,0.663,952.8,greedy,3.00e-04,0.000,0.552,0.205,0.000,0.000,0.000,0.000,0.244
311,1948.00,2819.42,0,0.771,953.6,greedy,3.00e-04,0.000,0.496,0.131,0.000,0.000,0.000,0.000,0.373
312,1638.50,2801.45,55,0.768,954.5,greedy,3.00e-04,0.000,0.365,0.187,0.000,0.000,0.000,0.000,0.448
313,2414.50,2803.16,14,0.615,955.6,greedy,3.00e-04,0.000,0.325,0.361,0.000,0.000,0.000,0.000,0.314
314,2488.00,2807.74,125,0.663,956.4,greedy,3.00e-04,0.000,0.473,0.172,0.000,0.000,0.000,0.000,0.355
315,1346.50,2789.20,0,0.685,956.8,greedy,3.00e-04,0.000,0.482,0.000,0.000,0.000,0.000,0.000,0.518
316,2257.50,2782.27,0,0.653,957.4,greedy,3.00e-04,0.000,0.572,0.000,0.000,0.000,0.000,0.000,0.428
317,3360.50,2789.53,0,0.598,958.6,greedy,3.00e-04,0.000,0.406,0.408,0.000,0.000,0.000,0.000,0.186
318,3012.00,2786.51,0,0.667,959.3,greedy,3.00e-04,0.000,0.547,0.141,0.000,0.000,0.000,0.000,0.312
319,858.50,2779.37,0,0.540,960.0,greedy,3.00e-04,0.000,0.850,0.000,0.000,0.000,0.000,0.000,0.150
320,3765.50,2774.65,0,0.393,962.0,greedy,3.00e-04,0.000,0.186,0.742,0.000,0.000,0.000,0.000,0.071
321,2766.50,2774.47,0,0.538,963.7,greedy,3.00e-04,0.000,0.350,0.541,0.000,0.000,0.000,0.000,0.109
322,3120.00,2783.48,0,0.687,964.3,greedy,3.00e-04,0.000,0.528,0.000,0.000,0.000,0.000,0.000,0.472
323,4330.00,2815.11,33,0.677,966.4,greedy,3.00e-04,0.000,0.318,0.409,0.000,0.000,0.000,0.000,0.272
324,3612.50,2828.05,22,0.678,967.8,greedy,3.00e-04,0.000,0.548,0.012,0.000,0.000,0.000,0.000,0.440
325,2909.00,2834.24,0,0.585,968.5,greedy,3.00e-04,0.000,0.342,0.000,0.000,0.000,0.000,0.000,0.658
326,3187.00,2848.76,91,0.682,969.5,greedy,3.00e-04,0.000,0.349,0.003,0.000,0.000,0.000,0.000,0.648
327,2457.00,2851.76,0,0.637,970.3,greedy,3.00e-04,0.000,0.437,0.000,0.000,0.000,0.000,0.000,0.563
328,3537.00,2851.18,51,0.641,971.1,greedy,3.00e-04,0.000,0.345,0.000,0.000,0.000,0.000,0.000,0.655
329,3907.50,2859.34,0,0.653,972.0,greedy,3.00e-04,0.000,0.448,0.000,0.000,0.000,0.000,0.000,0.552
330,1807.50,2856.20,34,0.631,972.4,greedy,3.00e-04,0.000,0.543,0.000,0.000,0.000,0.000,0.000,0.457
331,2176.00,2834.93,0,0.755,973.2,greedy,3.00e-04,0.000,0.351,0.000,0.000,0.000,0.000,0.000,0.649
332,2470.50,2835.46,0,0.691,974.1,greedy,3.00e-04,0.000,0.632,0.007,0.000,0.000,0.000,0.000,0.361
333,1827.50,2820.22,18,0.786,974.9,greedy,3.00e-04,0.000,0.496,0.175,0.000,0.000,0.000,0.000,0.329
334,2253.50,2823.95,0,0.782,975.7,greedy,3.00e-04,0.000,0.388,0.083,0.000,0.000,0.000,0.000,0.529
335,3076.50,2831.02,14,0.751,976.7,greedy,3.00e-04,0.000,0.493,0.060,0.000,0.000,0.000,0.000,0.447
336,3534.00,2844.89,23,0.705,977.7,greedy,3.00e-04,0.000,0.394,0.034,0.000,0.000,0.000,0.000,0.572
337,1756.50,2834.95,0,0.661,978.2,greedy,3.00e-04,0.000,0.487,0.000,0.000,0.000,0.000,0.000,0.513
338,2256.00,2829.01,0,0.802,979.0,greedy,3.00e-04,0.000,0.286,0.136,0.000,0.000,0.000,0.000,0.578
339,2809.50,2786.39,408,0.454,979.4,greedy,3.00e-04,0.000,0.412,0.000,0.000,0.000,0.000,0.000,0.588
340,3284.00,2772.22,403,0.377,979.8,greedy,3.00e-04,0.000,0.171,0.007,0.000,0.000,0.000,0.000,0.822
341,3440.00,2755.36,0,0.459,980.4,greedy,3.00e-04,0.000,0.075,0.087,0.000,0.000,0.000,0.000,0.838
342,2323.50,2744.18,157,0.609,980.9,greedy,3.00e-04,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.750
343,3581.50,2750.55,0,0.731,981.8,greedy,3.00e-04,0.000,0.266,0.253,0.000,0.000,0.000,0.000,0.481
344,3175.00,2759.47,0,0.638,982.5,greedy,3.00e-04,0.000,0.402,0.081,0.000,0.000,0.000,0.000,0.517
345,1650.00,2744.57,0,0.661,983.1,greedy,3.00e-04,0.000,0.525,0.000,0.000,0.000,0.000,0.000,0.475
346,2531.00,2757.88,0,0.742,983.6,greedy,3.00e-04,0.000,0.483,0.034,0.000,0.000,0.000,0.000,0.483
347,3657.50,2771.11,0,0.704,984.5,greedy,3.00e-04,0.000,0.275,0.290,0.000,0.000,0.000,0.000,0.435
348,2833.50,2770.45,0,0.647,985.2,greedy,3.00e-04,0.000,0.446,0.014,0.000,0.000,0.000,0.000,0.540
349,1897.50,2760.85,209,0.604,985.6,greedy,3.00e-04,0.000,0.473,0.000,0.000,0.000,0.000,0.000,0.527
350,4428.00,2783.29,0,0.647,986.5,greedy,3.00e-04,0.000,0.215,0.241,0.000,0.000,0.000,0.000,0.544
351,3670.50,2794.10,0,0.667,987.5,greedy,3.00e-04,0.000,0.314,0.123,0.000,0.000,0.000,0.000,0.563
352,3805.00,2818.66,10,0.608,988.2,greedy,3.00e-04,0.000,0.273,0.051,0.000,0.000,0.000,0.000,0.677
353,2260.50,2811.83,0,0.646,988.6,greedy,3.00e-04,0.000,0.390,0.000,0.000,0.000,0.000,0.000,0.610
354,3631.50,2823.18,589,0.538,989.2,greedy,3.00e-04,0.000,0.229,0.028,0.000,0.000,0.000,0.000,0.743
355,3578.00,2848.43,43,0.648,990.1,greedy,3.00e-04,0.000,0.276,0.019,0.000,0.000,0.000,0.000,0.705
356,4643.50,2864.24,0,0.630,991.4,greedy,3.00e-04,0.000,0.205,0.308,0.000,0.000,0.000,0.000,0.487
357,5048.50,2894.86,0,0.613,992.5,greedy,3.00e-04,0.000,0.297,0.122,0.000,0.000,0.000,0.000,0.581
358,2827.50,2905.78,30,0.681,993.0,greedy,3.00e-04,0.000,0.431,0.000,0.000,0.000,0.000,0.000,0.569
359,1600.00,2881.91,38,0.722,993.4,greedy,3.00e-04,0.000,0.539,0.000,0.000,0.000,0.000,0.000,0.461
360,3323.00,2879.97,0,0.264,994.6,greedy,3.00e-04,0.000,0.140,0.777,0.000,0.000,0.000,0.000,0.082
361,2141.50,2871.22,101,0.574,995.3,greedy,3.00e-04,0.000,0.298,0.319,0.000,0.000,0.000,0.000,0.383
362,2232.00,2871.78,0,0.369,996.2,greedy,3.00e-04,0.000,0.138,0.641,0.000,0.000,0.000,0.000,0.220
363,1875.50,2864.53,0,0.355,996.9,greedy,3.00e-04,0.000,0.189,0.623,0.000,0.000,0.000,0.000,0.189
364,2388.00,2864.11,36,0.371,997.8,greedy,3.00e-04,0.000,0.155,0.718,0.000,0.000,0.000,0.000,0.127
365,1615.50,2858.08,4,0.376,999.1,greedy,3.00e-04,0.000,0.111,0.734,0.000,0.000,0.000,0.000,0.155
366,994.50,2835.03,0,0.774,999.6,greedy,3.00e-04,0.000,0.375,0.262,0.000,0.000,0.000,0.000,0.363
367,1461.00,2809.79,0,0.751,1000.1,greedy,3.00e-04,0.000,0.326,0.521,0.000,0.000,0.000,0.000,0.153
368,2752.00,2801.36,0,0.619,1000.9,greedy,3.00e-04,0.000,0.448,0.451,0.000,0.000,0.000,0.000,0.101
369,2698.00,2783.96,0,0.667,1002.4,greedy,3.00e-04,0.000,0.446,0.328,0.000,0.000,0.000,0.000,0.225
370,2313.50,2787.74,0,0.715,1003.9,greedy,3.00e-04,0.000,0.618,0.130,0.000,0.000,0.000,0.000,0.252
371,2374.50,2791.51,0,0.582,1005.2,greedy,3.00e-04,0.000,0.724,0.115,0.000,0.000,0.000,0.000,0.162
372,1848.00,2786.91,0,0.723,1005.6,greedy,3.00e-04,0.000,0.598,0.000,0.000,0.000,0.000,0.000,0.402
373,2620.00,2746.49,233,0.755,1006.3,greedy,3.00e-04,0.000,0.386,0.195,0.000,0.000,0.000,0.000,0.418
374,3078.00,2753.39,0,0.684,1007.7,greedy,3.00e-04,0.000,0.297,0.350,0.000,0.000,0.000,0.000,0.353
375,1880.50,2743.74,0,0.751,1008.2,greedy,3.00e-04,0.000,0.469,0.019,0.000,0.000,0.000,0.000,0.512
376,2304.00,2745.75,470,0.706,1008.5,greedy,3.00e-04,0.000,0.378,0.011,0.000,0.000,0.000,0.000,0.611
377,2312.00,2732.18,76,0.776,1009.1,greedy,3.00e-04,0.000,0.401,0.057,0.000,0.000,0.000,0.000,0.542
378,3228.00,2736.33,0,0.693,1010.2,greedy,3.00e-04,0.000,0.237,0.443,0.000,0.000,0.000,0.000,0.320
379,2213.50,2734.84,0,0.772,1010.9,greedy,3.00e-04,0.000,0.420,0.048,0.000,0.000,0.000,0.000,0.532
380,1888.50,2728.12,0,0.600,1011.4,greedy,3.00e-04,0.000,0.321,0.300,0.000,0.000,0.000,0.000,0.379
381,2870.50,2721.36,19,0.576,1012.3,greedy,3.00e-04,0.000,0.132,0.566,0.000,0.000,0.000,0.000,0.302
382,2574.50,2715.28,17,0.604,1013.6,greedy,3.00e-04,0.000,0.193,0.444,0.000,0.000,0.000,0.000,0.362
383,2878.50,2677.34,0,0.601,1015.0,greedy,3.00e-04,0.000,0.243,0.364,0.000,0.000,0.000,0.000,0.393
384,2425.50,2670.01,0,0.251,1015.5,greedy,3.00e-04,0.000,0.919,0.013,0.000,0.000,0.000,0.000,0.069
385,1009.50,2644.86,71,0.469,1015.9,greedy,3.00e-04,0.000,0.858,0.020,0.000,0.000,0.000,0.000,0.122
386,2302.50,2625.57,0,0.312,1017.1,greedy,3.00e-04,0.000,0.171,0.803,0.000,0.000,0.000,0.000,0.026
387,1918.00,2613.76,24,0.544,1017.6,greedy,3.00e-04,0.000,0.806,0.006,0.000,0.000,0.000,0.000,0.188
388,3295.00,2627.45,99,0.677,1018.7,greedy,3.00e-04,0.000,0.636,0.067,0.000,0.000,0.000,0.000,0.297
389,3188.50,2619.18,229,0.481,1019.3,greedy,3.00e-04,0.000,0.749,0.000,0.000,0.000,0.000,0.000,0.251
390,2946.50,2612.37,166,0.572,1020.2,greedy,3.00e-04,0.000,0.797,0.000,0.000,0.000,0.000,0.000,0.203
391,1644.50,2607.14,0,0.330,1020.6,greedy,3.00e-04,0.000,0.853,0.000,0.000,0.000,0.000,0.000,0.147
392,3243.50,2596.99,27,0.416,1021.6,greedy,3.00e-04,0.000,0.853,0.040,0.000,0.000,0.000,0.000,0.106
393,1531.00,2587.59,0,0.575,1022.2,greedy,3.00e-04,0.000,0.844,0.000,0.000,0.000,0.000,0.000,0.156
394,1767.50,2582.39,32,0.751,1023.0,greedy,3.00e-04,0.000,0.479,0.089,0.000,0.000,0.000,0.000,0.432
395,3313.50,2589.07,31,0.750,1024.4,greedy,3.00e-04,0.000,0.364,0.308,0.000,0.000,0.000,0.000,0.328
396,1188.50,2571.80,0,0.737,1024.8,greedy,3.00e-04,0.000,0.500,0.007,0.000,0.000,0.000,0.000,0.493
397,2160.00,2572.09,6,0.511,1025.8,greedy,3.00e-04,0.000,0.198,0.601,0.000,0.000,0.000,0.000,0.201
398,2132.00,2577.24,0,0.721,1026.6,greedy,3.00e-04,0.000,0.347,0.081,0.000,0.000,0.000,0.000,0.572
399,1783.50,2569.15,70,0.753,1027.1,greedy,3.00e-04,0.000,0.367,0.042,0.000,0.000,0.000,0.000,0.590
400,2893.00,2575.50,0,0.783,1028.3,greedy,3.00e-04,0.000,0.393,0.317,0.000,0.000,0.000,0.000,0.290
401,1536.00,2579.60,4,0.788,1029.2,greedy,3.00e-04,0.000,0.534,0.026,0.000,0.000,0.000,0.000,0.440
402,3371.50,2592.76,0,0.744,1030.2,greedy,3.00e-04,0.000,0.339,0.283,0.000,0.000,0.000,0.000,0.378
403,2996.50,2605.59,27,0.783,1031.4,greedy,3.00e-04,0.000,0.340,0.212,0.000,0.000,0.000,0.000,0.448
404,2787.00,2607.41,0,0.739,1032.4,greedy,3.00e-04,0.000,0.468,0.038,0.000,0.000,0.000,0.000,0.494
405,1952.00,2610.47,0,0.719,1033.0,greedy,3.00e-04,0.000,0.415,0.000,0.000,0.000,0.000,0.000,0.585
406,2081.50,2606.41,0,0.673,1034.0,greedy,3.00e-04,0.000,0.293,0.335,0.000,0.000,0.000,0.000,0.372
407,2060.00,2590.78,144,0.775,1034.5,greedy,3.00e-04,0.000,0.469,0.037,0.000,0.000,0.000,0.000,0.494
408,1734.00,2574.40,159,0.770,1035.0,greedy,3.00e-04,0.000,0.333,0.061,0.000,0.000,0.000,0.000,0.606
409,1329.00,2574.86,0,0.427,1035.4,greedy,3.00e-04,0.000,0.144,0.652,0.000,0.000,0.000,0.000,0.205
410,665.00,2558.70,0,0.638,1035.8,greedy,3.00e-04,0.000,0.282,0.524,0.000,0.000,0.000,0.000,0.194
411,2630.50,2565.53,0,0.579,1036.8,greedy,3.00e-04,0.000,0.193,0.645,0.000,0.000,0.000,0.000,0.162
412,1492.00,2564.06,142,0.792,1037.3,greedy,3.00e-04,0.000,0.560,0.047,0.000,0.000,0.000,0.000,0.393
413,1582.00,2555.74,130,0.300,1038.0,greedy,3.00e-04,0.000,0.113,0.652,0.000,0.000,0.000,0.000,0.235
414,2216.50,2553.02,83,0.625,1038.9,greedy,3.00e-04,0.000,0.099,0.458,0.000,0.000,0.000,0.000,0.444
415,2707.00,2566.62,3,0.270,1041.9,greedy,3.00e-04,0.000,0.077,0.756,0.000,0.000,0.000,0.000,0.167
416,2403.00,2568.08,41,0.656,1042.7,greedy,3.00e-04,0.000,0.582,0.053,0.000,0.000,0.000,0.000,0.365
417,1845.50,2552.93,139,0.608,1043.5,greedy,3.00e-04,0.000,0.840,0.004,0.000,0.000,0.000,0.000,0.157
418,1908.00,2541.89,0,0.695,1044.7,greedy,3.00e-04,0.000,0.713,0.042,0.000,0.000,0.000,0.000,0.245
419,2477.00,2558.07,46,0.718,1045.8,greedy,3.00e-04,0.000,0.619,0.082,0.000,0.000,0.000,0.000,0.299
420,2344.00,2543.86,0,0.693,1046.5,greedy,3.00e-04,0.000,0.579,0.025,0.000,0.000,0.000,0.000,0.396
421,2592.00,2542.11,0,0.659,1047.3,greedy,3.00e-04,0.000,0.715,0.022,0.000,0.000,0.000,0.000,0.263
422,4103.50,2551.95,0,0.658,1049.2,greedy,3.00e-04,0.000,0.273,0.473,0.000,0.000,0.000,0.000,0.255
423,2151.00,2530.16,0,0.671,1049.7,greedy,3.00e-04,0.000,0.592,0.007,0.000,0.000,0.000,0.000,0.401
424,2017.00,2514.20,0,0.842,1050.4,greedy,3.00e-04,0.000,0.536,0.238,0.000,0.000,0.000,0.000,0.226
425,1847.00,2503.59,0,0.836,1051.4,greedy,3.00e-04,0.000,0.331,0.334,0.000,0.000,0.000,0.000,0.334
426,1872.50,2490.44,0,0.766,1052.2,greedy,3.00e-04,0.000,0.250,0.368,0.000,0.000,0.000,0.000,0.382
427,3387.00,2499.74,42,0.765,1053.5,greedy,3.00e-04,0.000,0.208,0.440,0.000,0.000,0.000,0.000,0.352
428,1520.50,2479.57,161,0.749,1054.0,greedy,3.00e-04,0.000,0.530,0.000,0.000,0.000,0.000,0.000,0.470
429,2731.50,2467.82,221,0.882,1054.8,greedy,3.00e-04,0.000,0.377,0.173,0.000,0.000,0.000,0.000,0.450
430,1327.00,2463.01,29,0.838,1055.8,greedy,3.00e-04,0.000,0.415,0.140,0.000,0.000,0.000,0.000,0.444
