episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home
1758,692.00,590.75,630,1.833,605.5,0.178,0.118,0.084,0.153,0.195,0.160,0.111
1759,429.00,589.18,406,1.868,606.2,0.167,0.119,0.071,0.176,0.165,0.199,0.101
1760,673.00,589.40,699,1.533,606.7,0.093,0.042,0.036,0.313,0.093,0.290,0.134
1761,86.00,583.04,156,1.147,606.8,0.009,0.028,0.019,0.626,0.009,0.150,0.159
1762,77.00,583.20,105,0.932,607.0,0.000,0.026,0.026,0.810,0.000,0.052,0.086
1763,1724.00,593.18,870,1.631,607.2,0.064,0.064,0.057,0.471,0.050,0.150,0.143
1764,204.00,588.65,284,1.621,607.5,0.036,0.072,0.088,0.469,0.041,0.155,0.139
1765,786.00,593.11,656,1.811,607.7,0.094,0.129,0.076,0.253,0.147,0.147,0.153
1766,628.00,596.21,523,1.778,607.9,0.040,0.109,0.099,0.277,0.109,0.129,0.238
1767,689.00,596.57,579,1.707,608.1,0.048,0.062,0.076,0.379,0.124,0.110,0.200
1768,360.00,598.26,382,1.911,608.7,0.105,0.131,0.129,0.182,0.141,0.162,0.150
1769,368.00,594.40,448,1.867,609.0,0.028,0.164,0.186,0.260,0.062,0.113,0.186
1770,127.00,586.99,0,1.174,609.1,0.000,0.067,0.500,0.250,0.033,0.050,0.100
1771,461.00,585.63,386,1.934,609.7,0.102,0.159,0.112,0.209,0.152,0.144,0.122
1772,396.00,588.38,418,1.920,610.1,0.107,0.128,0.205,0.162,0.115,0.090,0.192
1773,363.00,585.37,349,1.921,610.3,0.137,0.151,0.101,0.129,0.115,0.187,0.180
1774,1044.00,591.49,863,1.836,610.4,0.057,0.132,0.208,0.132,0.085,0.170,0.217
1775,955.00,599.29,759,1.530,610.5,0.035,0.059,0.412,0.106,0.047,0.094,0.247
1776,452.00,601.08,355,1.878,610.8,0.089,0.095,0.137,0.153,0.116,0.226,0.184
1777,920.00,607.17,804,1.798,611.1,0.070,0.097,0.199,0.140,0.134,0.188,0.172
1778,1656.00,616.47,1137,1.063,611.2,0.018,0.053,0.570,0.096,0.018,0.088,0.158
1779,371.00,619.02,306,1.865,611.5,0.088,0.088,0.152,0.162,0.098,0.152,0.260
1780,1065.00,624.67,1039,1.774,611.9,0.039,0.143,0.209,0.155,0.128,0.120,0.205
1781,175.00,622.61,207,1.849,612.1,0.089,0.108,0.228,0.133,0.108,0.177,0.158
1782,939.00,623.49,799,1.899,612.4,0.108,0.108,0.185,0.167,0.135,0.158,0.140
1783,607.00,625.07,525,1.920,613.0,0.097,0.137,0.140,0.131,0.191,0.191,0.113
1784,639.00,627.80,634,1.354,613.1,0.026,0.468,0.052,0.052,0.000,0.091,0.312
1785,988.00,634.13,789,1.752,613.3,0.129,0.245,0.092,0.061,0.031,0.215,0.227
1786,581.00,628.30,475,1.902,613.9,0.085,0.185,0.169,0.110,0.106,0.190,0.155
1787,373.00,620.06,326,1.880,614.1,0.090,0.144,0.156,0.102,0.132,0.156,0.222
1788,246.00,615.21,326,1.908,614.5,0.112,0.183,0.124,0.143,0.163,0.104,0.171
1789,190.00,614.05,265,1.617,614.6,0.042,0.500,0.069,0.014,0.014,0.083,0.278
1790,308.00,605.57,318,1.929,615.0,0.118,0.192,0.160,0.146,0.160,0.122,0.101
1791,312.00,596.79,379,1.822,615.1,0.074,0.181,0.266,0.085,0.096,0.085,0.213
1792,509.00,597.10,529,1.926,615.6,0.105,0.136,0.157,0.136,0.202,0.145,0.120
1793,677.00,595.64,648,1.930,616.6,0.138,0.162,0.121,0.150,0.158,0.125,0.146
1794,383.00,593.08,463,1.910,616.9,0.117,0.160,0.083,0.214,0.126,0.204,0.097
1795,804.00,597.91,599,1.924,617.4,0.158,0.206,0.096,0.142,0.134,0.158,0.107
1796,334.00,595.36,410,1.645,617.5,0.026,0.421,0.053,0.092,0.000,0.197,0.211
1797,260.00,586.85,245,1.900,617.7,0.261,0.131,0.097,0.125,0.091,0.142,0.153
1798,683.00,576.67,493,1.899,618.0,0.203,0.105,0.122,0.093,0.099,0.244,0.134
1799,493.00,574.56,335,1.912,618.2,0.176,0.181,0.059,0.154,0.122,0.149,0.160
1800,442.00,572.72,458,1.892,618.6,0.186,0.198,0.099,0.099,0.091,0.198,0.130
1801,832.00,571.56,735,1.912,618.9,0.172,0.148,0.102,0.102,0.127,0.201,0.148
1802,373.00,569.42,343,1.808,619.1,0.161,0.258,0.043,0.097,0.108,0.108,0.226
1803,1076.00,570.57,918,1.893,619.3,0.137,0.149,0.097,0.166,0.160,0.154,0.137
1804,281.00,571.73,321,1.813,619.5,0.132,0.245,0.028,0.170,0.038,0.151,0.236
1805,724.00,567.99,701,1.920,620.5,0.154,0.144,0.099,0.162,0.139,0.161,0.140
1806,828.00,569.56,497,1.568,620.8,0.128,0.213,0.018,0.067,0.280,0.085,0.207
1807,780.00,571.43,621,1.059,620.9,0.000,0.068,0.000,0.017,0.559,0.051,0.305
1808,222.00,564.21,140,1.220,621.1,0.108,0.054,0.016,0.016,0.595,0.038,0.173
1809,71.00,562.65,143,1.189,621.4,0.036,0.036,0.031,0.015,0.708,0.051,0.123
1810,300.00,556.69,245,1.567,621.7,0.134,0.072,0.053,0.043,0.545,0.033,0.120
1811,600.00,558.72,579,1.706,622.0,0.199,0.097,0.063,0.073,0.340,0.092,0.136
1812,423.00,555.40,328,1.634,622.2,0.145,0.122,0.041,0.081,0.343,0.093,0.174
1813,733.00,556.99,737,1.770,622.6,0.167,0.140,0.077,0.050,0.347,0.090,0.131
1814,649.00,552.60,530,1.809,622.9,0.185,0.157,0.055,0.110,0.213,0.098,0.181
1815,566.00,553.93,481,1.867,623.5,0.132,0.105,0.059,0.123,0.267,0.116,0.196
1816,258.00,552.74,269,1.855,623.7,0.229,0.186,0.043,0.086,0.150,0.179,0.129
1817,1175.00,557.38,1148,1.708,623.8,0.169,0.313,0.024,0.036,0.096,0.169,0.193
1818,1288.00,566.78,944,1.659,624.0,0.145,0.306,0.097,0.048,0.089,0.153,0.161
1819,1480.00,576.77,941,1.816,624.2,0.167,0.217,0.067,0.106,0.178,0.161,0.106
1820,951.00,575.82,944,1.887,624.6,0.229,0.155,0.103,0.126,0.184,0.103,0.100
1821,508.00,572.20,380,1.586,624.8,0.340,0.361,0.031,0.010,0.041,0.072,0.144
1822,799.00,575.93,799,1.494,624.9,0.521,0.123,0.041,0.027,0.041,0.055,0.192
1823,775.00,571.77,775,1.901,626.1,0.196,0.133,0.124,0.114,0.161,0.180,0.094
1824,335.00,571.40,235,1.783,626.6,0.200,0.164,0.079,0.286,0.079,0.171,0.021
1825,501.00,571.50,374,1.847,627.2,0.229,0.140,0.130,0.186,0.110,0.153,0.053
1826,253.00,569.88,265,1.873,627.9,0.209,0.204,0.104,0.164,0.158,0.122,0.038
1827,427.00,566.21,393,1.884,628.5,0.153,0.164,0.099,0.178,0.169,0.161,0.076
1828,1614.00,575.59,646,1.825,628.8,0.199,0.116,0.149,0.227,0.160,0.133,0.017
1829,895.00,576.42,453,1.681,629.0,0.140,0.184,0.123,0.325,0.070,0.123,0.035
1830,870.00,576.47,319,1.738,629.2,0.248,0.224,0.072,0.248,0.088,0.104,0.016
1831,875.00,585.23,888,1.360,629.3,0.326,0.256,0.000,0.395,0.000,0.023,0.000
1832,601.00,586.27,254,1.875,629.6,0.110,0.134,0.152,0.207,0.165,0.201,0.030
1833,637.00,585.87,643,1.875,630.0,0.138,0.208,0.125,0.142,0.154,0.204,0.029
1834,294.00,586.87,170,1.882,630.4,0.146,0.224,0.134,0.146,0.160,0.172,0.019
1835,657.00,589.50,523,1.789,630.6,0.225,0.202,0.101,0.157,0.090,0.169,0.056
1836,529.00,588.40,313,1.878,630.9,0.181,0.214,0.093,0.104,0.170,0.181,0.055
1837,549.00,590.58,464,1.894,631.2,0.144,0.149,0.135,0.135,0.191,0.191,0.056
1838,664.00,595.62,466,1.890,631.8,0.194,0.138,0.125,0.176,0.176,0.121,0.069
1839,622.00,589.84,511,1.821,632.0,0.169,0.203,0.128,0.223,0.176,0.081,0.020
1840,983.00,598.78,956,1.836,632.2,0.140,0.223,0.174,0.157,0.190,0.033,0.083
1841,61.00,594.06,141,1.882,632.6,0.164,0.173,0.159,0.178,0.178,0.070,0.079
1842,353.00,593.71,242,1.905,633.0,0.153,0.113,0.182,0.143,0.202,0.128,0.079
1843,1059.00,599.79,937,1.895,633.3,0.170,0.078,0.142,0.161,0.216,0.151,0.083
1844,579.00,601.54,600,1.901,634.0,0.188,0.087,0.183,0.120,0.227,0.111,0.084
1845,236.00,598.57,250,1.907,634.3,0.195,0.074,0.187,0.121,0.156,0.128,0.140
1846,742.00,601.27,740,1.907,634.6,0.173,0.071,0.199,0.122,0.135,0.179,0.122
1847,560.00,602.93,574,1.916,635.0,0.152,0.069,0.186,0.166,0.141,0.172,0.114
1848,770.00,598.91,716,1.897,635.3,0.195,0.060,0.195,0.110,0.140,0.190,0.110
1849,694.00,601.85,634,1.906,635.7,0.171,0.091,0.182,0.168,0.131,0.179,0.077
1850,577.00,602.76,329,1.920,636.3,0.256,0.076,0.129,0.149,0.146,0.117,0.127
1851,399.00,600.66,395,1.913,636.7,0.258,0.087,0.182,0.102,0.091,0.102,0.178
1852,711.00,604.85,656,1.854,637.0,0.305,0.113,0.099,0.136,0.108,0.136,0.103
1853,641.00,606.22,619,1.906,638.1,0.175,0.136,0.171,0.131,0.119,0.175,0.093
1854,559.00,611.55,196,1.680,638.3,0.234,0.277,0.226,0.073,0.044,0.080,0.066
1855,137.00,610.35,197,1.419,638.5,0.082,0.044,0.506,0.165,0.000,0.101,0.101
1856,426.00,610.85,419,1.775,638.8,0.066,0.066,0.385,0.189,0.061,0.098,0.135
1857,739.00,607.10,769,1.897,639.7,0.104,0.104,0.257,0.192,0.071,0.148,0.123
1858,529.00,605.47,609,1.840,640.0,0.075,0.109,0.262,0.146,0.075,0.165,0.169
1859,338.00,604.56,212,1.705,640.2,0.061,0.092,0.439,0.112,0.041,0.184,0.071
1860,731.00,605.14,698,1.846,640.3,0.067,0.115,0.202,0.154,0.048,0.240,0.173
1861,246.00,606.74,270,1.903,640.7,0.138,0.146,0.146,0.138,0.073,0.211,0.150
1862,330.00,609.27,306,1.932,641.2,0.157,0.129,0.167,0.140,0.114,0.181,0.112
1863,-73.00,591.30,0,1.811,641.3,0.140,0.200,0.280,0.020,0.040,0.240,0.080
1864,700.00,596.26,628,1.914,641.7,0.184,0.150,0.160,0.133,0.088,0.201,0.085
1865,787.00,596.27,792,1.872,642.1,0.210,0.187,0.138,0.095,0.115,0.128,0.128
1866,702.00,597.01,647,1.753,642.3,0.214,0.239,0.126,0.057,0.101,0.063,0.201
1867,885.00,598.97,797,1.807,642.7,0.291,0.175,0.107,0.077,0.124,0.103,0.124
1868,795.00,603.32,637,1.803,643.0,0.276,0.240,0.129,0.080,0.058,0.071,0.147
1869,385.00,603.49,382,1.894,643.4,0.205,0.175,0.127,0.116,0.140,0.082,0.154
1870,410.00,606.32,372,1.895,643.8,0.214,0.133,0.162,0.104,0.149,0.081,0.159
1871,1118.00,612.89,1104,1.807,644.0,0.275,0.283,0.080,0.080,0.058,0.087,0.138
1872,1519.00,624.12,1324,1.711,644.2,0.260,0.244,0.049,0.073,0.106,0.114,0.154
1873,1259.00,633.08,1080,1.588,644.3,0.382,0.275,0.049,0.098,0.049,0.039,0.108
1874,780.00,630.44,780,1.623,644.5,0.427,0.318,0.045,0.073,0.018,0.036,0.082
1875,1078.00,631.67,651,1.710,644.6,0.272,0.284,0.074,0.136,0.049,0.062,0.123
1876,805.00,635.20,684,1.879,644.9,0.214,0.196,0.077,0.107,0.119,0.107,0.179
1877,895.00,634.95,810,1.800,645.0,0.157,0.139,0.148,0.183,0.070,0.052,0.252
1878,371.00,622.10,316,1.693,645.1,0.230,0.131,0.131,0.279,0.033,0.016,0.180
1879,314.00,621.53,387,1.912,645.7,0.153,0.211,0.124,0.126,0.124,0.096,0.167
1880,667.00,617.55,603,1.603,645.8,0.143,0.314,0.014,0.214,0.000,0.029,0.286
1881,330.00,619.10,252,1.801,646.0,0.159,0.358,0.093,0.099,0.073,0.066,0.152
1882,189.00,611.60,219,1.903,646.5,0.138,0.206,0.134,0.134,0.116,0.091,0.181
1883,680.00,612.33,598,1.888,646.6,0.232,0.248,0.104,0.072,0.080,0.072,0.192
1884,402.00,609.96,467,1.920,647.1,0.167,0.141,0.127,0.116,0.144,0.105,0.201
1885,967.00,609.75,909,1.836,647.3,0.143,0.259,0.161,0.089,0.107,0.062,0.179
1886,450.00,608.44,448,1.855,647.4,0.135,0.198,0.108,0.081,0.189,0.054,0.234
1887,726.00,611.97,651,1.908,648.2,0.141,0.187,0.101,0.124,0.160,0.134,0.153
1888,1169.00,621.20,1136,1.835,648.5,0.136,0.272,0.080,0.117,0.173,0.062,0.160
1889,277.00,622.07,347,1.860,648.9,0.135,0.302,0.081,0.095,0.113,0.081,0.194
1890,1110.00,630.09,1089,1.925,650.1,0.152,0.190,0.111,0.126,0.136,0.138,0.147
1891,899.00,635.96,910,1.918,650.8,0.188,0.185,0.118,0.106,0.142,0.120,0.142
1892,732.00,638.19,719,1.921,651.8,0.194,0.147,0.126,0.117,0.150,0.117,0.148
1893,1036.00,641.78,957,1.860,652.0,0.297,0.069,0.059,0.168,0.158,0.089,0.158
1894,550.00,643.45,539,1.648,652.2,0.056,0.133,0.203,0.112,0.070,0.336,0.091
1895,613.00,641.54,387,1.641,652.5,0.037,0.079,0.280,0.073,0.140,0.348,0.043
1896,574.00,643.94,606,1.904,654.3,0.091,0.165,0.145,0.138,0.177,0.189,0.095
1897,80.00,642.14,7,1.771,654.4,0.087,0.116,0.246,0.145,0.145,0.246,0.014
1898,514.00,640.45,437,1.848,654.8,0.152,0.188,0.130,0.233,0.135,0.130,0.031
1899,766.00,643.18,766,1.913,656.0,0.190,0.203,0.115,0.164,0.124,0.146,0.058
1900,426.00,643.02,435,1.916,656.5,0.155,0.173,0.104,0.183,0.144,0.144,0.097
1901,961.00,644.31,885,1.922,657.0,0.206,0.127,0.086,0.127,0.162,0.151,0.141
1902,1182.00,652.40,1222,1.899,657.3,0.284,0.158,0.084,0.126,0.111,0.153,0.084
1903,459.00,646.23,446,1.910,658.0,0.250,0.146,0.124,0.121,0.096,0.138,0.126
1904,437.00,647.79,426,1.865,658.2,0.233,0.172,0.129,0.086,0.052,0.207,0.121
1905,990.00,650.45,723,1.842,658.4,0.227,0.087,0.060,0.173,0.167,0.213,0.073
1906,140.00,643.57,165,1.773,658.7,0.162,0.199,0.088,0.147,0.103,0.250,0.051
1907,1204.00,647.81,1001,1.777,659.0,0.130,0.156,0.071,0.175,0.091,0.299,0.078
1908,1131.00,656.90,314,1.561,659.2,0.095,0.214,0.143,0.083,0.083,0.345,0.036
1909,986.00,666.05,992,1.875,659.7,0.144,0.174,0.074,0.151,0.120,0.244,0.094
1910,897.00,672.02,806,1.924,660.9,0.133,0.150,0.124,0.154,0.160,0.169,0.110
1911,468.00,670.70,442,1.888,661.6,0.120,0.199,0.104,0.090,0.139,0.190,0.157
1912,1159.00,678.06,652,1.599,661.9,0.117,0.275,0.058,0.094,0.064,0.275,0.117
1913,708.00,677.81,621,1.883,662.8,0.132,0.203,0.111,0.088,0.123,0.235,0.108
1914,73.00,672.05,110,1.348,662.9,0.017,0.467,0.017,0.217,0.033,0.250,0.000
1915,1130.00,677.69,690,1.778,663.2,0.163,0.235,0.048,0.139,0.139,0.199,0.078
1916,769.00,682.80,684,1.743,663.5,0.118,0.171,0.048,0.182,0.096,0.326,0.059
1917,1604.00,687.09,787,1.587,663.7,0.109,0.150,0.020,0.184,0.095,0.429,0.014
1918,268.00,676.89,279,1.847,664.6,0.132,0.154,0.073,0.162,0.134,0.267,0.079
1919,514.00,667.23,571,1.873,665.2,0.189,0.108,0.076,0.158,0.147,0.237,0.084
1920,957.00,667.29,797,1.823,665.7,0.213,0.169,0.107,0.121,0.096,0.217,0.077
1921,389.00,666.10,277,1.746,666.0,0.096,0.217,0.078,0.169,0.090,0.301,0.048
1922,911.00,667.22,887,1.790,666.3,0.231,0.215,0.075,0.145,0.059,0.215,0.059
1923,1148.00,670.95,166,1.738,666.6,0.185,0.244,0.101,0.126,0.067,0.235,0.042
1924,1388.00,681.48,1166,1.776,667.0,0.191,0.276,0.111,0.101,0.095,0.171,0.055
1925,914.00,685.61,285,1.655,667.2,0.144,0.333,0.081,0.117,0.045,0.252,0.027
1926,695.00,690.03,726,1.896,668.3,0.185,0.175,0.133,0.123,0.119,0.170,0.095
1927,1376.00,699.52,1130,1.693,668.4,0.284,0.149,0.068,0.135,0.068,0.257,0.041
1928,475.00,688.13,452,1.837,668.8,0.268,0.160,0.067,0.082,0.108,0.227,0.088
1929,403.00,683.21,473,1.891,669.3,0.220,0.165,0.083,0.071,0.150,0.232,0.079
1930,1288.00,687.39,1092,1.880,669.7,0.212,0.174,0.095,0.145,0.149,0.124,0.100
1931,729.00,685.93,492,1.643,669.9,0.190,0.305,0.086,0.105,0.086,0.210,0.019
1932,1521.00,695.13,1484,1.795,670.2,0.178,0.222,0.094,0.072,0.144,0.206,0.083
1933,392.00,692.68,454,1.901,670.8,0.182,0.118,0.112,0.100,0.161,0.227,0.100
1934,1149.00,701.23,928,1.774,670.9,0.372,0.191,0.096,0.053,0.128,0.117,0.043
1935,335.00,698.01,415,1.908,671.4,0.176,0.142,0.109,0.105,0.146,0.218,0.105
1936,561.00,698.33,372,1.895,671.7,0.162,0.132,0.162,0.093,0.206,0.147,0.098
1937,725.00,700.09,622,1.899,672.4,0.191,0.138,0.118,0.096,0.225,0.169,0.065
1938,577.00,699.22,497,1.835,672.7,0.157,0.116,0.174,0.105,0.279,0.116,0.052
1939,417.00,697.17,415,1.873,673.0,0.129,0.080,0.149,0.134,0.259,0.159,0.090
1940,152.00,688.86,232,1.862,673.3,0.142,0.083,0.142,0.150,0.275,0.133,0.075
1941,292.00,691.17,309,1.851,673.4,0.128,0.106,0.160,0.128,0.245,0.202,0.032
1942,628.00,693.92,543,1.887,673.6,0.185,0.076,0.134,0.168,0.185,0.176,0.076
1943,264.00,685.97,340,1.912,674.0,0.149,0.174,0.115,0.140,0.157,0.204,0.060
1944,833.00,688.51,724,1.914,674.3,0.116,0.168,0.162,0.110,0.173,0.191,0.081
1945,1094.00,697.09,1069,1.895,674.5,0.204,0.068,0.146,0.117,0.175,0.214,0.078
1946,684.00,696.51,435,1.899,674.8,0.166,0.105,0.133,0.177,0.155,0.199,0.066
1947,337.00,694.28,315,1.932,675.5,0.122,0.132,0.164,0.152,0.174,0.184,0.072
1948,444.00,691.02,506,1.937,676.3,0.158,0.177,0.131,0.133,0.131,0.143,0.127
1949,812.00,692.20,678,1.897,676.5,0.166,0.166,0.149,0.126,0.131,0.137,0.126
1950,770.00,694.13,694,1.754,676.7,0.240,0.173,0.160,0.227,0.093,0.013,0.093
1951,1993.00,710.07,1437,1.776,676.9,0.289,0.124,0.190,0.124,0.140,0.066,0.066
1952,1630.00,719.26,1315,1.516,677.1,0.455,0.106,0.152,0.121,0.121,0.015,0.030
1953,811.00,720.96,700,1.556,677.2,0.260,0.090,0.200,0.260,0.090,0.060,0.040
1954,876.00,724.13,850,1.881,677.8,0.227,0.152,0.144,0.163,0.168,0.091,0.053
1955,1729.00,740.05,1523,1.575,678.0,0.333,0.278,0.097,0.056,0.139,0.014,0.083
1956,354.00,739.33,387,1.828,678.4,0.158,0.229,0.140,0.118,0.183,0.057,0.115
1957,668.00,738.62,612,1.920,679.2,0.180,0.184,0.119,0.125,0.162,0.102,0.127
1958,501.00,738.34,477,1.914,679.7,0.163,0.218,0.115,0.183,0.147,0.093,0.080
1959,1283.00,747.79,585,1.781,679.9,0.227,0.133,0.141,0.203,0.219,0.039,0.039
1960,660.00,747.08,569,1.926,680.5,0.149,0.106,0.176,0.155,0.176,0.128,0.109
1961,483.00,749.45,355,1.922,680.8,0.143,0.154,0.176,0.181,0.165,0.104,0.077
1962,1386.00,760.01,1224,1.902,681.1,0.175,0.175,0.187,0.151,0.102,0.120,0.090
1963,415.00,764.89,495,1.820,681.3,0.108,0.196,0.216,0.137,0.206,0.029,0.108
1964,161.00,759.50,211,1.862,681.6,0.137,0.266,0.165,0.094,0.187,0.036,0.115
1965,427.00,755.90,391,1.913,681.9,0.176,0.222,0.176,0.108,0.148,0.068,0.102
1966,1178.00,760.66,951,1.876,682.2,0.131,0.252,0.155,0.136,0.107,0.131,0.087
1967,1232.00,764.13,1202,1.793,682.5,0.214,0.279,0.104,0.097,0.123,0.078,0.104
1968,1012.00,766.30,1017,1.921,683.6,0.152,0.205,0.169,0.122,0.094,0.160,0.098
1969,375.00,766.20,393,1.882,684.0,0.141,0.317,0.098,0.132,0.137,0.098,0.078
1970,385.00,765.95,465,1.904,684.4,0.143,0.265,0.157,0.143,0.096,0.104,0.091
1971,525.00,760.02,529,1.919,684.9,0.184,0.237,0.128,0.156,0.097,0.091,0.106
1972,556.00,750.39,357,1.896,685.4,0.184,0.151,0.114,0.171,0.184,0.151,0.045
1973,1281.00,750.61,1162,1.905,685.7,0.245,0.158,0.117,0.163,0.102,0.138,0.077
1974,1059.00,753.40,614,1.822,685.9,0.214,0.175,0.079,0.135,0.246,0.095,0.056
1975,1080.00,753.42,996,1.912,686.4,0.173,0.176,0.118,0.147,0.144,0.137,0.105
1976,728.00,752.65,695,1.923,687.7,0.180,0.166,0.133,0.131,0.153,0.132,0.105
1977,668.00,750.38,604,1.887,688.1,0.168,0.160,0.116,0.134,0.160,0.093,0.168
1978,534.00,752.01,521,1.800,688.6,0.217,0.193,0.108,0.201,0.129,0.024,0.129
1979,738.00,756.25,713,1.755,689.0,0.313,0.091,0.157,0.131,0.192,0.040,0.076
1980,1001.00,759.59,961,1.808,689.6,0.291,0.110,0.156,0.133,0.150,0.049,0.112
1981,281.00,759.10,349,1.788,690.0,0.284,0.102,0.178,0.140,0.199,0.017,0.081
1982,976.00,766.97,935,1.789,690.2,0.220,0.098,0.121,0.197,0.220,0.030,0.114
1983,619.00,766.36,489,1.623,690.4,0.312,0.073,0.125,0.219,0.167,0.031,0.073
1984,685.00,769.19,694,1.829,690.6,0.278,0.139,0.130,0.122,0.148,0.026,0.157
1985,1008.00,769.60,857,1.875,691.0,0.217,0.157,0.143,0.109,0.178,0.057,0.139
1986,1329.00,778.39,1260,1.786,691.3,0.288,0.098,0.144,0.205,0.129,0.038,0.098
1987,1069.00,781.82,848,1.861,691.8,0.203,0.125,0.154,0.167,0.174,0.030,0.148
1988,1750.00,787.63,1488,1.776,692.2,0.211,0.089,0.211,0.131,0.174,0.042,0.141
1989,461.00,789.47,541,1.672,692.5,0.110,0.039,0.344,0.143,0.201,0.006,0.156
1990,394.00,782.31,389,1.840,693.0,0.167,0.106,0.221,0.133,0.106,0.038,0.228
1991,549.00,778.81,523,1.898,693.6,0.151,0.133,0.123,0.136,0.151,0.078,0.229
1992,1285.00,784.34,1087,1.633,693.8,0.104,0.104,0.312,0.073,0.208,0.010,0.188
1993,452.00,778.50,342,1.793,694.0,0.210,0.129,0.169,0.073,0.258,0.024,0.137
1994,737.00,780.37,690,1.863,694.4,0.163,0.158,0.177,0.077,0.225,0.024,0.177
1995,212.00,776.36,249,1.876,694.7,0.165,0.160,0.105,0.140,0.210,0.040,0.180
1996,309.00,773.71,389,1.893,695.1,0.202,0.147,0.110,0.119,0.179,0.060,0.183
1997,380.00,776.71,333,1.902,695.4,0.229,0.185,0.096,0.121,0.121,0.096,0.153
1998,486.00,776.43,526,1.871,695.6,0.202,0.141,0.131,0.091,0.192,0.061,0.182
1999,87.00,769.64,150,1.846,695.8,0.165,0.174,0.122,0.157,0.243,0.043,0.096
2000,190.00,767.28,230,1.887,696.1,0.248,0.128,0.120,0.105,0.173,0.090,0.135
2001,704.00,764.71,569,1.881,696.5,0.202,0.185,0.134,0.113,0.164,0.067,0.134
2002,568.00,758.57,551,1.870,696.9,0.251,0.096,0.193,0.086,0.187,0.037,0.150
2003,881.00,762.79,576,1.867,697.2,0.236,0.126,0.132,0.144,0.172,0.063,0.126
2004,616.00,764.58,616,1.684,697.3,0.120,0.060,0.193,0.169,0.193,0.000,0.265
2005,412.00,758.80,257,1.914,698.0,0.189,0.162,0.133,0.113,0.133,0.106,0.165
2006,711.00,764.51,652,1.817,698.3,0.242,0.152,0.208,0.107,0.118,0.028,0.146
2007,492.00,757.39,564,1.855,698.6,0.278,0.178,0.183,0.100,0.095,0.058,0.108
2008,922.00,755.30,796,1.841,699.0,0.260,0.135,0.161,0.078,0.146,0.057,0.161
2009,732.00,752.76,780,1.905,699.7,0.229,0.165,0.152,0.083,0.147,0.130,0.094
2010,692.00,750.71,772,1.681,699.9,0.210,0.092,0.387,0.042,0.134,0.025,0.109
2011,628.00,752.31,581,1.902,700.5,0.221,0.150,0.164,0.082,0.113,0.133,0.136
2012,1142.00,752.14,1044,1.686,700.7,0.188,0.171,0.325,0.043,0.077,0.068,0.128
2013,892.00,753.98,857,1.855,701.0,0.284,0.178,0.178,0.056,0.107,0.071,0.127
2014,961.00,762.86,674,1.757,701.2,0.168,0.095,0.263,0.011,0.232,0.074,0.158
2015,493.00,756.49,428,1.874,701.5,0.263,0.170,0.082,0.076,0.140,0.076,0.193
2016,969.00,758.49,932,1.620,701.6,0.049,0.222,0.086,0.000,0.222,0.062,0.358
2017,650.00,748.95,586,1.902,702.2,0.174,0.201,0.137,0.107,0.107,0.091,0.183
2018,374.00,750.01,359,1.892,702.6,0.133,0.216,0.165,0.082,0.102,0.110,0.192
2019,287.00,747.74,274,1.914,703.0,0.113,0.190,0.137,0.113,0.102,0.116,0.229
2020,671.00,744.88,629,1.557,703.2,0.000,0.112,0.404,0.067,0.315,0.022,0.079
2021,908.00,750.07,502,1.846,703.4,0.050,0.150,0.242,0.150,0.275,0.042,0.092
2022,424.00,745.20,383,1.935,703.9,0.145,0.132,0.168,0.213,0.126,0.106,0.110
2023,313.00,736.85,393,1.903,704.2,0.128,0.140,0.146,0.232,0.134,0.098,0.122
2024,281.00,725.78,316,1.893,704.4,0.104,0.139,0.104,0.296,0.165,0.078,0.113
2025,380.00,720.44,313,1.922,704.8,0.153,0.116,0.172,0.213,0.127,0.090,0.131
2026,762.00,721.11,687,1.914,705.1,0.136,0.091,0.136,0.265,0.106,0.136,0.129
2027,347.00,710.82,427,1.903,705.3,0.134,0.101,0.161,0.215,0.128,0.141,0.121
2028,86.00,706.93,166,1.908,705.6,0.146,0.118,0.146,0.194,0.090,0.139,0.167
2029,234.00,705.24,51,1.914,705.8,0.202,0.124,0.178,0.171,0.101,0.109,0.116
2030,1481.00,707.17,1350,1.938,706.0,0.173,0.118,0.145,0.136,0.064,0.155,0.209
2031,357.00,703.45,387,1.941,706.4,0.140,0.123,0.167,0.130,0.127,0.177,0.137
2032,671.00,694.95,642,1.935,706.9,0.194,0.109,0.155,0.151,0.148,0.122,0.122
2033,593.00,696.96,460,1.919,707.3,0.177,0.105,0.143,0.177,0.120,0.124,0.154
2034,225.00,687.72,305,1.879,707.7,0.217,0.078,0.138,0.134,0.124,0.138,0.171
2035,259.00,686.96,299,1.894,708.0,0.256,0.112,0.139,0.108,0.058,0.139,0.188
2036,542.00,686.77,575,1.875,708.3,0.228,0.120,0.063,0.089,0.165,0.133,0.203
2037,524.00,684.76,497,1.853,708.6,0.192,0.076,0.093,0.122,0.145,0.140,0.233
2038,644.00,685.43,594,1.288,708.7,0.023,0.000,0.116,0.047,0.116,0.047,0.651
2039,592.00,687.18,562,1.889,709.1,0.234,0.102,0.098,0.160,0.131,0.119,0.156
2040,833.00,693.99,794,1.914,709.7,0.220,0.098,0.129,0.142,0.168,0.116,0.127
