episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home
7193,415.00,597.06,378,1.919,2525.3,0.173,0.102,0.161,0.189,0.156,0.097,0.123
7194,0.00,591.54,0,0.118,2525.4,1.000,0.000,0.000,0.000,0.000,0.000,0.000
7195,928.00,596.78,781,1.846,2525.7,0.242,0.100,0.156,0.173,0.173,0.100,0.056
7196,328.00,593.91,407,1.782,2526.1,0.310,0.063,0.202,0.164,0.129,0.073,0.059
7197,845.00,598.67,920,1.813,2526.7,0.296,0.068,0.134,0.222,0.115,0.110,0.055
7198,0.00,596.14,0,0.107,2526.8,1.000,0.000,0.000,0.000,0.000,0.000,0.000
7199,815.00,598.27,699,1.307,2526.9,0.506,0.035,0.153,0.082,0.141,0.071,0.012
7200,302.00,598.86,205,1.737,2527.2,0.316,0.058,0.142,0.211,0.174,0.063,0.037
7201,1005.00,601.62,885,1.726,2527.5,0.323,0.042,0.161,0.198,0.172,0.062,0.042
7202,1246.00,611.19,943,1.562,2527.6,0.404,0.048,0.115,0.144,0.125,0.096,0.067
7203,1680.00,623.90,536,1.390,2527.8,0.520,0.030,0.090,0.120,0.200,0.030,0.010
7204,479.00,625.11,394,1.887,2528.5,0.225,0.101,0.134,0.192,0.164,0.095,0.089
7205,1105.00,632.10,1022,1.771,2529.0,0.176,0.130,0.261,0.124,0.153,0.085,0.072
7206,1139.00,642.00,851,1.674,2529.3,0.263,0.066,0.309,0.099,0.144,0.053,0.066
7207,181.00,633.27,253,1.625,2529.5,0.202,0.054,0.333,0.085,0.264,0.016,0.047
7208,626.00,630.79,685,1.619,2529.8,0.195,0.101,0.215,0.094,0.322,0.047,0.027
7209,911.00,631.63,511,1.818,2530.2,0.269,0.091,0.167,0.142,0.196,0.055,0.080
7210,671.00,635.00,732,1.849,2530.8,0.237,0.114,0.183,0.123,0.168,0.081,0.094
7211,1684.00,648.47,1046,1.552,2531.0,0.156,0.119,0.163,0.081,0.378,0.059,0.044
7212,430.00,649.56,510,1.857,2531.6,0.218,0.096,0.209,0.113,0.195,0.073,0.096
7213,1121.00,655.97,884,1.874,2532.0,0.238,0.134,0.170,0.119,0.162,0.090,0.087
7214,420.00,654.71,486,1.866,2532.3,0.204,0.157,0.171,0.083,0.236,0.065,0.083
7215,1193.00,654.09,1007,1.651,2532.5,0.140,0.085,0.093,0.225,0.310,0.070,0.078
7216,485.00,656.43,428,1.900,2532.8,0.155,0.142,0.110,0.183,0.205,0.078,0.128
7217,209.00,653.80,288,1.816,2533.0,0.119,0.071,0.202,0.179,0.202,0.071,0.155
7218,1113.00,657.25,963,1.835,2533.2,0.198,0.057,0.217,0.142,0.189,0.057,0.142
7219,1024.00,664.62,944,1.878,2533.4,0.158,0.072,0.132,0.204,0.224,0.086,0.125
7220,614.00,665.23,395,1.796,2533.6,0.179,0.105,0.105,0.116,0.295,0.095,0.105
7221,507.00,661.53,475,1.580,2533.6,0.038,0.000,0.057,0.132,0.377,0.038,0.358
7222,748.00,661.03,679,1.904,2534.2,0.153,0.087,0.170,0.150,0.194,0.095,0.150
7223,499.00,659.11,556,1.904,2535.3,0.212,0.077,0.152,0.128,0.184,0.105,0.141
7224,505.00,657.63,384,1.379,2535.4,0.129,0.016,0.016,0.452,0.065,0.000,0.323
7225,1034.00,660.52,304,1.744,2535.6,0.282,0.069,0.069,0.214,0.137,0.076,0.153
7226,342.00,660.05,339,1.905,2536.1,0.258,0.120,0.106,0.158,0.169,0.060,0.129
7227,492.00,664.02,481,1.912,2536.7,0.177,0.130,0.128,0.184,0.147,0.098,0.135
7228,773.00,663.30,667,1.909,2537.3,0.201,0.105,0.166,0.115,0.134,0.126,0.153
7229,178.00,659.02,114,1.859,2537.4,0.157,0.079,0.270,0.101,0.056,0.090,0.247
7230,951.00,666.15,967,1.908,2537.9,0.223,0.093,0.173,0.120,0.123,0.120,0.147
7231,318.00,667.54,358,1.883,2538.2,0.267,0.108,0.113,0.082,0.123,0.133,0.174
7232,977.00,672.87,880,1.874,2538.4,0.217,0.086,0.103,0.137,0.154,0.109,0.194
7233,609.00,674.26,556,1.738,2538.6,0.143,0.036,0.083,0.167,0.107,0.155,0.310
7234,764.00,679.25,667,1.884,2538.8,0.248,0.130,0.112,0.124,0.130,0.099,0.155
7235,886.00,683.01,889,1.837,2539.0,0.201,0.065,0.101,0.209,0.086,0.173,0.165
7236,567.00,679.39,379,1.833,2539.2,0.267,0.078,0.112,0.112,0.121,0.172,0.138
7237,250.00,674.89,209,1.873,2539.5,0.304,0.077,0.129,0.119,0.139,0.155,0.077
7238,312.00,673.31,281,1.873,2540.1,0.210,0.102,0.129,0.126,0.153,0.124,0.156
7239,313.00,663.07,273,1.830,2540.3,0.337,0.067,0.025,0.098,0.166,0.110,0.196
7240,484.00,661.67,295,1.409,2540.4,0.129,0.016,0.016,0.129,0.113,0.065,0.532
7241,514.00,666.42,554,1.900,2540.9,0.164,0.102,0.070,0.155,0.188,0.153,0.169
7242,385.00,656.49,373,1.892,2541.4,0.169,0.095,0.053,0.144,0.141,0.151,0.246
7243,210.00,654.90,193,1.741,2541.5,0.067,0.034,0.011,0.258,0.079,0.157,0.393
7244,611.00,654.97,530,1.896,2541.9,0.160,0.111,0.055,0.127,0.137,0.202,0.208
7245,954.00,649.51,810,1.849,2542.2,0.225,0.072,0.058,0.203,0.145,0.101,0.196
7246,304.00,645.04,383,1.852,2542.4,0.264,0.023,0.047,0.225,0.194,0.085,0.163
7247,920.00,651.39,606,1.695,2542.5,0.131,0.061,0.101,0.182,0.222,0.071,0.232
7248,367.00,649.66,288,1.901,2543.1,0.155,0.099,0.059,0.200,0.183,0.138,0.166
7249,343.00,645.41,372,1.887,2543.4,0.158,0.172,0.107,0.177,0.144,0.060,0.181
7250,221.00,641.62,242,1.566,2543.5,0.173,0.133,0.040,0.133,0.013,0.040,0.467
7251,760.00,643.15,797,1.758,2543.7,0.173,0.102,0.071,0.228,0.087,0.102,0.236
7252,288.00,636.37,128,0.959,2543.8,0.071,0.024,0.000,0.095,0.024,0.000,0.786
7253,373.00,636.90,373,1.023,2543.9,0.075,0.000,0.000,0.200,0.025,0.000,0.700
7254,326.00,635.17,316,1.866,2544.1,0.154,0.231,0.056,0.189,0.147,0.084,0.140
7255,312.00,624.51,326,1.872,2544.4,0.102,0.177,0.068,0.279,0.143,0.116,0.116
7256,322.00,618.06,296,1.898,2544.6,0.121,0.158,0.053,0.205,0.132,0.137,0.195
7257,408.00,618.81,408,1.904,2545.7,0.157,0.120,0.102,0.154,0.146,0.129,0.193
7258,642.00,623.73,584,1.772,2546.2,0.147,0.119,0.094,0.229,0.125,0.103,0.182
7259,674.00,625.39,355,1.684,2546.5,0.129,0.155,0.093,0.381,0.036,0.077,0.129
7260,171.00,623.49,146,1.694,2546.8,0.158,0.221,0.084,0.326,0.021,0.053,0.137
7261,1030.00,627.73,1028,1.464,2546.9,0.194,0.113,0.016,0.484,0.000,0.048,0.145
7262,472.00,626.15,512,1.744,2547.1,0.154,0.287,0.056,0.280,0.049,0.098,0.077
7263,731.00,620.66,502,1.803,2547.3,0.211,0.197,0.035,0.282,0.035,0.099,0.141
7264,689.00,618.14,566,1.763,2547.6,0.143,0.211,0.037,0.292,0.031,0.093,0.193
7265,1381.00,623.56,1205,1.600,2547.7,0.102,0.133,0.092,0.347,0.000,0.061,0.265
7266,776.00,622.53,647,1.833,2548.0,0.184,0.209,0.102,0.168,0.036,0.138,0.163
7267,428.00,620.63,371,1.830,2548.3,0.131,0.209,0.102,0.184,0.044,0.146,0.184
7268,899.00,626.47,849,1.740,2548.5,0.122,0.147,0.135,0.192,0.026,0.128,0.250
7269,986.00,632.94,911,1.534,2548.7,0.071,0.047,0.188,0.224,0.012,0.082,0.376
7270,649.00,630.84,647,1.386,2548.8,0.062,0.025,0.100,0.300,0.013,0.125,0.375
7271,701.00,628.12,324,1.718,2549.0,0.216,0.057,0.091,0.148,0.023,0.170,0.295
7272,488.00,629.65,403,1.472,2549.1,0.095,0.000,0.238,0.119,0.000,0.143,0.405
7273,478.00,627.44,510,1.852,2549.5,0.268,0.165,0.117,0.120,0.065,0.110,0.155
7274,1311.00,636.03,961,1.602,2549.7,0.098,0.066,0.262,0.057,0.000,0.352,0.164
7275,600.00,636.83,572,1.791,2549.9,0.203,0.135,0.169,0.095,0.027,0.203,0.169
7276,240.00,629.79,316,1.857,2550.1,0.186,0.109,0.083,0.109,0.071,0.244,0.199
7277,532.00,632.03,523,1.901,2550.5,0.139,0.118,0.148,0.110,0.089,0.232,0.165
7278,429.00,632.83,369,1.906,2550.8,0.204,0.180,0.085,0.147,0.057,0.142,0.185
7279,1154.00,640.21,844,1.785,2551.0,0.118,0.200,0.212,0.106,0.035,0.176,0.153
7280,406.00,627.85,405,1.887,2551.2,0.207,0.165,0.073,0.122,0.067,0.165,0.201
7281,605.00,625.88,581,1.715,2551.4,0.101,0.336,0.134,0.050,0.034,0.109,0.235
7282,58.00,621.87,138,1.902,2551.8,0.223,0.117,0.168,0.117,0.055,0.153,0.168
7283,366.00,622.16,396,1.917,2552.5,0.199,0.136,0.114,0.121,0.105,0.150,0.175
7284,445.00,620.56,424,1.753,2552.6,0.281,0.096,0.132,0.061,0.167,0.140,0.123
7285,813.00,621.87,626,1.856,2553.1,0.250,0.113,0.093,0.107,0.167,0.130,0.140
7286,2182.00,637.81,1116,1.622,2553.2,0.347,0.163,0.092,0.010,0.163,0.102,0.122
7287,1423.00,651.92,1298,1.631,2553.5,0.395,0.109,0.068,0.082,0.197,0.082,0.068
7288,830.00,654.63,298,1.679,2553.7,0.343,0.093,0.086,0.057,0.200,0.107,0.114
7289,576.00,644.25,569,1.833,2554.1,0.310,0.119,0.127,0.067,0.164,0.101,0.112
7290,1050.00,652.55,558,1.801,2554.4,0.227,0.182,0.077,0.045,0.205,0.173,0.091
7291,863.00,656.14,832,1.790,2554.9,0.241,0.171,0.101,0.035,0.155,0.206,0.092
7292,334.00,655.08,384,1.756,2555.2,0.194,0.189,0.080,0.017,0.183,0.246,0.091
7293,1459.00,665.52,1133,1.825,2555.5,0.205,0.171,0.137,0.039,0.156,0.190,0.102
7294,814.00,673.66,664,1.845,2555.8,0.283,0.195,0.141,0.078,0.122,0.112,0.068
7295,1031.00,674.69,1011,1.898,2556.6,0.179,0.176,0.111,0.093,0.158,0.166,0.118
7296,23.00,671.64,36,1.067,2556.8,0.087,0.050,0.625,0.000,0.087,0.113,0.037
7297,580.00,668.99,503,1.805,2557.2,0.235,0.091,0.129,0.038,0.110,0.260,0.138
7298,1240.00,681.39,1105,1.714,2557.6,0.162,0.119,0.219,0.035,0.085,0.300,0.081
7299,1434.00,687.58,333,1.476,2557.8,0.160,0.040,0.448,0.016,0.072,0.208,0.056
7300,397.00,688.53,287,1.840,2558.0,0.183,0.155,0.176,0.042,0.120,0.204,0.120
7301,993.00,688.41,927,1.906,2558.6,0.163,0.141,0.150,0.058,0.139,0.208,0.141
7302,720.00,683.15,363,1.588,2558.7,0.065,0.013,0.377,0.026,0.117,0.234,0.169
7303,866.00,675.01,859,1.842,2559.0,0.097,0.097,0.251,0.040,0.120,0.240,0.154
7304,996.00,680.18,934,1.794,2559.1,0.091,0.091,0.222,0.091,0.071,0.222,0.212
7305,367.00,672.80,405,1.923,2559.7,0.099,0.159,0.130,0.113,0.116,0.222,0.161
7306,674.00,668.15,608,1.928,2560.4,0.168,0.137,0.115,0.137,0.108,0.173,0.163
7307,569.00,672.03,494,1.887,2560.8,0.158,0.125,0.099,0.135,0.158,0.197,0.128
7308,635.00,672.12,428,1.878,2561.1,0.165,0.165,0.057,0.044,0.120,0.259,0.190
7309,70.00,663.71,149,1.897,2561.4,0.159,0.185,0.112,0.052,0.108,0.177,0.207
7310,499.00,661.99,503,1.920,2561.9,0.163,0.116,0.087,0.153,0.144,0.188,0.150
7311,777.00,652.92,645,1.898,2562.2,0.114,0.159,0.110,0.167,0.139,0.127,0.184
7312,466.00,653.28,492,1.767,2562.4,0.113,0.075,0.212,0.163,0.188,0.013,0.237
7313,556.00,647.63,525,1.905,2562.9,0.213,0.108,0.129,0.126,0.162,0.126,0.138
7314,434.00,647.77,236,1.868,2563.4,0.203,0.203,0.063,0.161,0.146,0.093,0.131
7315,1436.00,650.20,1097,1.574,2563.6,0.184,0.125,0.022,0.191,0.324,0.037,0.118
7316,751.00,652.86,617,1.702,2564.0,0.054,0.189,0.040,0.259,0.232,0.084,0.141
7317,761.00,658.38,686,1.389,2564.2,0.000,0.192,0.008,0.300,0.308,0.025,0.167
7318,207.00,649.32,287,1.640,2564.5,0.012,0.282,0.000,0.252,0.202,0.043,0.209
7319,674.00,645.82,472,1.768,2564.7,0.097,0.212,0.048,0.291,0.152,0.048,0.152
7320,640.00,646.08,640,1.786,2565.2,0.059,0.226,0.052,0.250,0.177,0.080,0.156
7321,263.00,643.64,220,1.821,2565.5,0.079,0.178,0.054,0.277,0.168,0.050,0.193
7322,301.00,639.17,336,1.895,2565.9,0.091,0.136,0.080,0.212,0.136,0.148,0.197
7323,656.00,640.74,587,1.891,2566.3,0.133,0.190,0.079,0.200,0.102,0.146,0.149
7324,507.00,640.76,525,1.888,2567.5,0.147,0.162,0.081,0.148,0.158,0.152,0.153
7325,829.00,638.71,816,1.864,2568.6,0.142,0.157,0.061,0.199,0.156,0.142,0.142
7326,672.00,642.01,614,1.320,2568.7,0.063,0.025,0.000,0.253,0.038,0.430,0.190
7327,539.00,642.48,500,1.790,2569.4,0.080,0.065,0.072,0.215,0.132,0.269,0.167
7328,366.00,638.41,255,1.583,2569.6,0.137,0.034,0.043,0.188,0.051,0.376,0.171
7329,305.00,639.68,295,1.530,2569.8,0.074,0.006,0.037,0.147,0.049,0.423,0.264
7330,811.00,638.28,517,1.663,2570.1,0.081,0.059,0.065,0.151,0.048,0.435,0.161
7331,1736.00,652.46,433,1.560,2570.4,0.089,0.025,0.096,0.115,0.064,0.433,0.178
7332,470.00,647.39,452,1.795,2570.8,0.084,0.039,0.110,0.179,0.110,0.266,0.211
7333,1244.00,653.74,1114,1.318,2571.0,0.011,0.000,0.043,0.250,0.043,0.533,0.120
7334,371.00,649.81,362,1.896,2572.0,0.125,0.114,0.110,0.160,0.113,0.176,0.202
7335,475.00,645.70,507,1.855,2572.4,0.097,0.109,0.097,0.148,0.175,0.191,0.183
7336,697.00,647.00,736,1.717,2572.7,0.116,0.032,0.101,0.296,0.259,0.048,0.148
7337,1225.00,656.75,1263,1.627,2572.9,0.133,0.007,0.089,0.296,0.289,0.081,0.104
7338,1585.00,669.48,1045,1.452,2573.1,0.081,0.027,0.088,0.338,0.304,0.041,0.122
7339,536.00,671.71,511,1.615,2573.4,0.141,0.031,0.094,0.304,0.272,0.058,0.099
7340,1833.00,685.20,663,1.541,2573.8,0.164,0.009,0.076,0.329,0.231,0.049,0.142
7341,29.00,680.35,95,1.126,2573.9,0.000,0.000,0.095,0.554,0.257,0.000,0.095
7342,724.00,683.74,623,1.473,2574.1,0.017,0.000,0.218,0.395,0.185,0.017,0.168
7343,250.00,684.14,250,1.896,2575.1,0.193,0.103,0.099,0.205,0.168,0.080,0.153
7344,869.00,686.72,909,1.579,2575.3,0.125,0.033,0.158,0.325,0.067,0.183,0.108
7345,753.00,684.71,341,1.601,2575.7,0.300,0.029,0.195,0.166,0.047,0.220,0.043
7346,638.00,688.05,416,1.555,2576.2,0.270,0.032,0.238,0.206,0.006,0.235,0.013
7347,1739.00,696.24,1748,1.742,2577.5,0.259,0.087,0.145,0.165,0.065,0.206,0.073
7348,856.00,701.13,0,1.476,2578.0,0.317,0.007,0.208,0.162,0.003,0.290,0.013
7349,323.00,700.93,208,1.623,2578.6,0.297,0.037,0.220,0.171,0.009,0.238,0.028
7350,1216.00,710.88,824,1.460,2578.9,0.304,0.021,0.183,0.267,0.000,0.183,0.042
7351,1521.00,718.49,265,1.473,2579.1,0.263,0.025,0.256,0.237,0.019,0.175,0.025
7352,577.00,721.38,59,1.244,2579.3,0.151,0.000,0.226,0.204,0.000,0.419,0.000
7353,1312.00,730.77,248,1.530,2579.7,0.276,0.033,0.166,0.166,0.027,0.306,0.027
7354,1378.00,741.29,788,1.559,2580.4,0.282,0.068,0.152,0.184,0.014,0.264,0.036
7355,1665.00,754.82,494,1.425,2580.7,0.289,0.010,0.194,0.219,0.030,0.244,0.015
7356,1232.00,763.92,692,1.548,2581.3,0.337,0.034,0.158,0.218,0.018,0.205,0.029
7357,2539.00,785.23,1052,1.532,2581.8,0.308,0.041,0.136,0.216,0.021,0.251,0.027
7358,1360.00,792.41,0,1.329,2582.0,0.292,0.000,0.158,0.258,0.000,0.292,0.000
7359,1750.00,803.17,213,1.431,2582.4,0.336,0.007,0.170,0.140,0.015,0.321,0.011
7360,587.00,807.33,54,1.307,2582.6,0.270,0.000,0.178,0.147,0.000,0.405,0.000
7361,825.00,805.28,42,1.387,2583.0,0.256,0.008,0.176,0.187,0.000,0.363,0.011
7362,1081.00,811.37,446,1.586,2583.5,0.262,0.043,0.213,0.210,0.016,0.233,0.023
7363,1258.00,816.64,1071,1.583,2584.1,0.295,0.067,0.173,0.144,0.017,0.265,0.040
7364,727.00,817.02,485,1.580,2584.6,0.336,0.029,0.176,0.147,0.016,0.259,0.037
7365,323.00,806.44,342,1.422,2584.9,0.324,0.012,0.212,0.194,0.000,0.218,0.041
7366,826.00,806.94,790,1.707,2585.6,0.252,0.058,0.188,0.173,0.032,0.236,0.062
7367,471.00,807.37,454,1.669,2586.1,0.237,0.047,0.180,0.218,0.019,0.240,0.060
7368,795.00,806.33,721,1.757,2586.7,0.258,0.078,0.206,0.149,0.037,0.210,0.063
7369,600.00,802.47,549,1.766,2587.3,0.229,0.097,0.236,0.134,0.015,0.226,0.063
7370,799.00,803.97,773,1.826,2588.0,0.185,0.156,0.160,0.116,0.067,0.220,0.096
7371,1052.00,807.48,791,1.748,2588.3,0.249,0.116,0.142,0.182,0.022,0.240,0.049
7372,400.00,806.60,356,1.572,2588.5,0.165,0.079,0.079,0.291,0.000,0.299,0.087
7373,741.00,809.23,821,1.640,2588.8,0.226,0.055,0.121,0.186,0.005,0.342,0.065
7374,1308.00,809.20,1062,1.693,2589.1,0.199,0.081,0.088,0.265,0.015,0.301,0.051
7375,356.00,806.76,197,1.701,2589.3,0.303,0.099,0.138,0.138,0.000,0.283,0.039
7376,1200.00,816.36,930,1.709,2589.5,0.258,0.124,0.157,0.191,0.000,0.191,0.079
7377,790.00,818.94,483,1.738,2589.7,0.311,0.124,0.130,0.124,0.011,0.215,0.085
7378,575.00,820.40,601,1.750,2590.1,0.322,0.110,0.172,0.139,0.004,0.165,0.088
7379,265.00,811.51,235,1.801,2590.5,0.222,0.154,0.164,0.167,0.014,0.164,0.116
7380,679.00,814.24,593,1.836,2591.0,0.240,0.178,0.163,0.136,0.047,0.104,0.131
7381,493.00,813.12,461,1.797,2591.4,0.329,0.124,0.194,0.093,0.043,0.109,0.109
7382,184.00,814.38,203,1.880,2592.0,0.204,0.191,0.111,0.138,0.037,0.199,0.119
7383,365.00,814.37,345,1.826,2592.4,0.151,0.145,0.096,0.148,0.042,0.264,0.154
7384,806.00,817.98,787,1.884,2592.8,0.149,0.149,0.123,0.119,0.072,0.200,0.187
7385,1191.00,821.76,1132,1.759,2592.9,0.133,0.147,0.107,0.173,0.013,0.213,0.213
7386,528.00,805.22,557,1.913,2594.3,0.147,0.159,0.118,0.144,0.099,0.170,0.162
7387,604.00,797.03,626,1.771,2594.5,0.142,0.112,0.112,0.246,0.045,0.209,0.134
7388,489.00,793.62,411,1.817,2595.0,0.147,0.143,0.112,0.115,0.084,0.269,0.129
7389,1118.00,799.04,998,1.891,2595.4,0.121,0.160,0.137,0.147,0.140,0.189,0.107
7390,476.00,793.30,437,1.903,2595.9,0.146,0.133,0.087,0.159,0.104,0.249,0.123
7391,463.00,789.30,487,1.906,2596.3,0.164,0.142,0.091,0.123,0.088,0.230,0.164
7392,862.00,794.58,863,1.849,2596.6,0.165,0.136,0.102,0.165,0.085,0.193,0.153
7393,994.00,789.93,870,1.721,2596.8,0.160,0.221,0.043,0.190,0.031,0.184,0.172
7394,596.00,787.75,592,1.902,2597.5,0.137,0.155,0.106,0.166,0.111,0.177,0.146
7395,542.00,782.86,531,1.908,2598.3,0.176,0.142,0.091,0.129,0.127,0.205,0.129
7396,587.00,788.50,608,1.896,2598.9,0.189,0.106,0.106,0.111,0.119,0.269,0.101
7397,548.00,788.18,515,1.820,2599.1,0.137,0.145,0.069,0.168,0.092,0.275,0.115
7398,1414.00,789.92,1170,1.794,2599.2,0.133,0.114,0.048,0.210,0.114,0.210,0.171
7399,852.00,784.10,700,1.650,2599.3,0.085,0.155,0.028,0.254,0.141,0.099,0.239
7400,1126.00,791.39,1088,1.865,2599.7,0.093,0.183,0.086,0.136,0.140,0.222,0.140
7401,735.00,788.81,614,1.751,2600.0,0.068,0.128,0.054,0.135,0.223,0.196,0.196
7402,644.00,788.05,580,1.804,2600.2,0.099,0.154,0.031,0.167,0.142,0.216,0.191
7403,285.00,782.24,325,1.792,2600.6,0.088,0.139,0.014,0.162,0.120,0.245,0.231
7404,571.00,777.99,528,1.597,2600.8,0.021,0.401,0.014,0.289,0.113,0.028,0.134
7405,702.00,781.34,682,1.877,2601.0,0.107,0.173,0.040,0.193,0.100,0.267,0.120
7406,655.00,781.15,645,1.770,2601.2,0.078,0.224,0.069,0.259,0.112,0.164,0.095
7407,612.00,781.58,444,1.905,2601.5,0.165,0.146,0.073,0.160,0.136,0.204,0.117
7408,434.00,779.57,360,1.521,2601.6,0.018,0.298,0.000,0.246,0.263,0.018,0.158
7409,810.00,786.97,756,1.882,2601.9,0.148,0.148,0.055,0.165,0.137,0.170,0.176
7410,826.00,790.24,719,1.529,2602.0,0.061,0.288,0.000,0.318,0.152,0.015,0.167
7411,707.00,789.54,505,1.651,2602.2,0.147,0.127,0.020,0.216,0.137,0.088,0.265
7412,680.00,791.68,707,1.884,2602.6,0.166,0.147,0.108,0.112,0.154,0.147,0.166
7413,543.00,791.55,562,1.906,2603.0,0.199,0.167,0.098,0.164,0.059,0.195,0.118
7414,999.00,797.20,1024,1.912,2603.6,0.173,0.144,0.101,0.171,0.130,0.163,0.118
7415,637.00,789.21,526,1.664,2603.8,0.075,0.183,0.025,0.442,0.075,0.100,0.100
7416,338.00,785.08,293,1.827,2604.0,0.186,0.109,0.051,0.333,0.083,0.179,0.058
7417,826.00,785.73,487,1.859,2604.2,0.207,0.126,0.018,0.207,0.117,0.252,0.072
7418,1131.00,794.97,1064,1.889,2604.4,0.158,0.144,0.129,0.165,0.108,0.194,0.101
7419,944.00,797.67,896,1.905,2604.8,0.189,0.131,0.097,0.166,0.089,0.228,0.100
7420,522.00,796.49,569,1.908,2605.2,0.196,0.127,0.069,0.160,0.154,0.190,0.105
7421,1431.00,808.17,1326,1.890,2605.6,0.176,0.133,0.094,0.133,0.169,0.161,0.133
7422,667.00,811.83,684,1.702,2605.8,0.220,0.090,0.000,0.220,0.170,0.090,0.210
7423,1051.00,815.78,1091,1.716,2606.0,0.298,0.107,0.023,0.130,0.229,0.107,0.107
7424,804.00,818.75,735,1.801,2606.1,0.280,0.065,0.037,0.196,0.178,0.112,0.131
7425,1396.00,824.42,1277,1.862,2606.4,0.208,0.169,0.055,0.148,0.148,0.153,0.120
7426,582.00,823.52,487,1.911,2606.8,0.193,0.196,0.096,0.114,0.161,0.143,0.096
7427,363.00,821.76,403,1.911,2607.2,0.206,0.109,0.105,0.149,0.093,0.210,0.129
7428,436.00,822.46,436,1.925,2607.7,0.163,0.135,0.129,0.123,0.138,0.197,0.114
7429,1226.00,831.67,1006,1.903,2607.9,0.157,0.217,0.113,0.087,0.139,0.113,0.174
7430,338.00,826.94,375,1.933,2608.5,0.172,0.164,0.134,0.127,0.154,0.154,0.095
7431,696.00,816.54,642,1.889,2608.7,0.116,0.186,0.093,0.116,0.124,0.140,0.225
7432,116.00,813.00,159,1.889,2609.0,0.096,0.188,0.100,0.150,0.208,0.150,0.108
7433,822.00,808.78,665,1.901,2609.5,0.145,0.199,0.111,0.149,0.166,0.142,0.088
7434,184.00,806.91,158,1.888,2609.8,0.187,0.187,0.140,0.124,0.161,0.150,0.052
7435,673.00,808.89,619,1.909,2610.2,0.150,0.218,0.095,0.122,0.163,0.160,0.092
7436,677.00,808.69,652,1.885,2610.4,0.204,0.183,0.092,0.106,0.176,0.169,0.070
7437,907.00,805.51,864,1.912,2611.3,0.153,0.171,0.115,0.168,0.173,0.139,0.081
7438,99.00,790.65,179,1.824,2611.5,0.132,0.242,0.132,0.082,0.203,0.137,0.071
7439,363.00,788.92,351,1.841,2611.8,0.164,0.265,0.127,0.132,0.180,0.074,0.058
7440,592.00,776.51,358,1.630,2611.9,0.139,0.367,0.076,0.063,0.203,0.063,0.089
7441,1119.00,787.41,800,1.848,2612.2,0.183,0.237,0.069,0.206,0.168,0.084,0.053
7442,1431.00,794.48,1171,1.889,2612.5,0.167,0.121,0.113,0.172,0.167,0.167,0.092
7443,1029.00,802.27,991,1.838,2612.8,0.181,0.188,0.100,0.125,0.188,0.144,0.075
7444,500.00,798.58,192,1.783,2612.9,0.235,0.304,0.096,0.130,0.070,0.087,0.078
7445,227.00,793.32,231,1.899,2613.3,0.204,0.151,0.139,0.131,0.171,0.147,0.057
7446,663.00,793.57,453,1.875,2613.6,0.260,0.195,0.117,0.162,0.123,0.065,0.078
7447,517.00,781.35,597,1.853,2613.8,0.253,0.174,0.132,0.116,0.142,0.126,0.058
7448,492.00,777.71,431,1.867,2614.3,0.221,0.146,0.128,0.156,0.168,0.097,0.084
7449,644.00,780.92,550,1.715,2615.0,0.302,0.132,0.076,0.136,0.147,0.124,0.083
7450,0.00,768.76,0,0.333,2615.1,1.000,0.000,0.000,0.000,0.000,0.000,0.000
7451,0.00,753.55,0,0.208,2615.2,1.000,0.000,0.000,0.000,0.000,0.000,0.000
7452,366.00,751.44,270,1.620,2615.6,0.440,0.070,0.065,0.140,0.130,0.100,0.055
7453,484.00,743.16,0,0.554,2615.7,0.866,0.015,0.000,0.045,0.015,0.015,0.045
7454,887.00,738.25,835,1.748,2616.3,0.318,0.099,0.084,0.099,0.179,0.119,0.102
7455,1655.00,738.15,1191,1.629,2616.6,0.458,0.071,0.048,0.089,0.131,0.179,0.024
7456,938.00,735.21,827,1.723,2617.1,0.334,0.061,0.061,0.128,0.128,0.209,0.078
7457,691.00,716.73,639,1.630,2617.5,0.397,0.039,0.043,0.095,0.168,0.233,0.026
7458,947.00,712.60,709,1.737,2617.7,0.335,0.078,0.042,0.138,0.150,0.198,0.060
7459,850.00,703.60,800,1.852,2618.4,0.279,0.116,0.088,0.105,0.158,0.185,0.068
7460,1029.00,708.02,844,1.696,2618.6,0.210,0.080,0.010,0.350,0.080,0.080,0.190
7461,844.00,708.21,680,1.737,2618.7,0.237,0.132,0.026,0.197,0.132,0.145,0.132
7462,1295.00,710.35,1318,1.881,2620.0,0.243,0.155,0.092,0.138,0.162,0.132,0.078
7463,517.00,702.94,473,1.819,2620.8,0.303,0.123,0.107,0.139,0.123,0.145,0.059
7464,1181.00,707.48,879,1.785,2621.0,0.158,0.133,0.083,0.200,0.133,0.117,0.175
7465,531.00,709.56,365,1.834,2621.3,0.326,0.130,0.122,0.100,0.089,0.174,0.059
7466,789.00,709.19,730,1.879,2621.8,0.225,0.187,0.124,0.117,0.130,0.137,0.079
7467,648.00,710.96,659,1.798,2621.9,0.060,0.190,0.060,0.131,0.107,0.214,0.238
7468,363.00,706.64,390,1.902,2622.6,0.232,0.140,0.116,0.125,0.151,0.136,0.099
7469,661.00,707.25,673,1.905,2623.0,0.255,0.141,0.148,0.072,0.148,0.141,0.095
