episode,reward,avg100_reward,deposited,dropoffs_built,bank_margin,win_flag,mean_entropy,elapsed_sec,opponent,current_lr,stay,north,east,south,west,random,home,prospect,dropoff
346,13314.20,17146.72,14687,0,5353,1,1.072,11175.8,rl_v4,2.00e-04,0.587,0.049,0.032,0.033,0.032,0.104,0.080,0.082,0.000
347,13084.47,16948.27,14158,0,3977,1,1.101,11210.0,rl_v4,2.00e-04,0.539,0.080,0.033,0.053,0.054,0.105,0.037,0.098,0.000
348,17225.98,17019.74,19725,0,6690,1,0.981,11248.2,rl_v4,2.00e-04,0.653,0.049,0.022,0.046,0.039,0.042,0.055,0.094,0.000
349,11194.80,16966.26,12130,0,2856,1,1.109,11279.8,rl_v4,2.00e-04,0.520,0.061,0.038,0.052,0.032,0.085,0.108,0.105,0.000
350,12014.24,16944.86,12784,0,3676,1,1.019,11308.4,rl_v4,2.00e-04,0.598,0.044,0.032,0.053,0.073,0.046,0.046,0.108,0.000
351,22328.49,16959.50,24143,0,9820,1,0.870,11344.6,rl_v4,2.00e-04,0.704,0.036,0.017,0.025,0.045,0.036,0.042,0.095,0.000
352,20121.49,16898.45,21881,0,9320,1,0.912,11380.6,rl_v4,2.00e-04,0.682,0.043,0.023,0.021,0.044,0.064,0.041,0.083,0.000
353,12916.64,16854.24,14436,0,4735,1,1.102,11418.6,rl_v4,2.00e-04,0.520,0.054,0.019,0.049,0.053,0.128,0.076,0.100,0.000
354,10585.49,16751.84,12206,0,-1210,-1,1.092,11454.0,rl_v4,2.00e-04,0.567,0.070,0.019,0.034,0.032,0.113,0.072,0.094,0.000
355,13512.15,16574.99,15724,0,2595,1,0.721,11487.2,rl_v4,2.00e-04,0.769,0.023,0.013,0.031,0.018,0.027,0.033,0.085,0.000
356,14421.26,16560.01,15861,0,4186,1,1.017,11522.4,rl_v4,2.00e-04,0.614,0.062,0.025,0.037,0.038,0.085,0.051,0.088,0.000
357,12857.60,16420.60,14161,0,2393,1,0.957,11557.2,rl_v4,2.00e-04,0.650,0.056,0.033,0.052,0.030,0.048,0.035,0.096,0.000
358,22701.00,16433.71,24490,0,12152,1,0.846,11594.2,rl_v4,2.00e-04,0.723,0.029,0.015,0.043,0.026,0.035,0.041,0.087,0.000
359,13133.26,16390.99,14147,0,5173,1,0.871,11623.0,rl_v4,2.00e-04,0.696,0.055,0.018,0.048,0.028,0.030,0.028,0.098,0.000
360,23904.00,16413.98,25587,0,12948,1,1.043,11662.2,rl_v4,2.00e-04,0.620,0.042,0.025,0.060,0.041,0.070,0.052,0.089,0.000
361,11153.65,16322.29,12203,0,4996,1,1.139,11694.3,rl_v4,2.00e-04,0.559,0.036,0.015,0.053,0.046,0.122,0.043,0.126,0.000
362,13442.67,16321.36,14876,0,2691,1,0.845,11729.5,rl_v4,2.00e-04,0.713,0.031,0.017,0.035,0.021,0.044,0.044,0.094,0.000
363,19463.46,16381.53,21635,0,6926,1,0.960,11765.6,rl_v4,2.00e-04,0.656,0.042,0.011,0.059,0.027,0.053,0.049,0.103,0.000
364,10895.78,16298.99,12118,0,1207,1,0.981,11799.5,rl_v4,2.00e-04,0.597,0.037,0.018,0.052,0.038,0.068,0.084,0.106,0.000
365,11588.79,16257.71,12918,0,2479,1,1.124,11836.4,rl_v4,2.00e-04,0.555,0.046,0.026,0.046,0.035,0.057,0.114,0.121,0.000
366,12356.54,16240.42,13513,0,7081,1,0.985,11866.6,rl_v4,2.00e-04,0.643,0.066,0.025,0.035,0.036,0.044,0.040,0.112,0.000
367,23657.50,16290.84,25387,0,12621,1,0.876,11906.9,rl_v4,2.00e-04,0.685,0.068,0.027,0.027,0.035,0.031,0.026,0.102,0.000
368,17014.98,16343.04,19193,0,6907,1,0.757,11940.3,rl_v4,2.00e-04,0.750,0.052,0.008,0.020,0.034,0.025,0.025,0.085,0.000
369,17955.95,16373.60,19596,0,7572,1,0.967,11979.0,rl_v4,2.00e-04,0.649,0.049,0.028,0.053,0.033,0.050,0.044,0.093,0.000
370,35829.00,16529.85,36813,1,20949,1,0.936,12019.0,rl_v4,2.00e-04,0.628,0.065,0.043,0.061,0.055,0.034,0.020,0.093,0.000
371,19341.99,16588.28,20899,0,9030,1,1.003,12057.8,rl_v4,2.00e-04,0.581,0.074,0.027,0.053,0.058,0.074,0.041,0.092,0.000
372,21666.50,16639.54,23009,0,10893,1,0.871,12091.3,rl_v4,2.00e-04,0.669,0.062,0.021,0.049,0.048,0.033,0.024,0.095,0.000
373,29526.00,16831.72,31214,0,19878,1,0.991,12132.3,rl_v4,2.00e-04,0.614,0.053,0.031,0.051,0.056,0.066,0.027,0.102,0.000
374,26944.50,16948.56,28816,0,17024,1,0.991,12174.2,rl_v4,2.00e-04,0.633,0.072,0.024,0.048,0.046,0.049,0.027,0.100,0.000
375,12617.48,16968.74,14575,0,2988,1,1.150,12211.1,rl_v4,2.00e-04,0.481,0.047,0.050,0.077,0.032,0.142,0.051,0.119,0.000
376,12760.80,16933.13,13775,0,5531,1,1.150,12247.2,rl_v4,2.00e-04,0.470,0.061,0.047,0.077,0.056,0.103,0.058,0.128,0.000
377,17258.65,16965.19,19534,0,6013,1,0.679,12282.5,rl_v4,2.00e-04,0.782,0.050,0.009,0.017,0.025,0.017,0.014,0.086,0.000
378,12479.13,16913.65,14323,0,2239,1,0.706,12316.2,rl_v4,2.00e-04,0.756,0.022,0.018,0.038,0.020,0.030,0.020,0.097,0.000
379,23297.50,17020.15,25686,0,12772,1,0.725,12356.3,rl_v4,2.00e-04,0.749,0.024,0.020,0.042,0.027,0.028,0.017,0.094,0.000
380,9604.92,16917.99,10767,0,1600,1,1.033,12386.3,rl_v4,2.00e-04,0.562,0.048,0.036,0.039,0.062,0.071,0.072,0.111,0.000
381,24973.50,16908.06,24862,1,9841,1,0.975,12420.1,rl_v4,2.00e-04,0.576,0.083,0.045,0.049,0.054,0.044,0.033,0.116,0.000
382,23529.50,16969.60,25109,0,12263,1,0.839,12453.0,rl_v4,2.00e-04,0.653,0.069,0.038,0.056,0.043,0.029,0.020,0.092,0.000
383,17173.47,16967.51,18258,0,6335,1,0.848,12484.8,rl_v4,2.00e-04,0.655,0.056,0.035,0.061,0.045,0.030,0.029,0.088,0.000
384,44627.50,17146.96,46525,1,30681,1,0.890,12528.5,rl_v4,2.00e-04,0.674,0.060,0.039,0.042,0.052,0.029,0.012,0.091,0.000
385,37737.50,17334.02,38083,1,23888,1,0.995,12574.1,rl_v4,2.00e-04,0.580,0.070,0.037,0.080,0.074,0.041,0.024,0.093,0.000
386,13773.32,17317.89,14439,0,4616,1,0.890,12604.2,rl_v4,2.00e-04,0.634,0.075,0.042,0.039,0.055,0.027,0.026,0.104,0.000
387,23958.50,17400.29,25692,0,10326,1,1.113,12636.7,rl_v4,2.00e-04,0.534,0.061,0.039,0.077,0.064,0.082,0.041,0.102,0.000
388,18589.98,17313.84,20057,0,8154,1,0.869,12664.0,rl_v4,2.00e-04,0.682,0.061,0.040,0.040,0.047,0.029,0.012,0.089,0.000
389,23458.50,17417.63,24971,0,12617,1,1.150,12697.1,rl_v4,2.00e-04,0.511,0.048,0.039,0.110,0.087,0.078,0.038,0.089,0.000
390,13301.42,17228.27,14694,0,3334,1,1.256,12728.9,rl_v4,2.00e-04,0.373,0.078,0.065,0.058,0.090,0.143,0.076,0.118,0.000
391,12573.29,17229.51,13129,0,1831,1,1.142,12753.0,rl_v4,2.00e-04,0.477,0.107,0.067,0.066,0.072,0.068,0.029,0.114,0.000
392,29833.50,17264.66,31186,0,19052,1,1.009,12782.2,rl_v4,2.00e-04,0.593,0.057,0.042,0.065,0.061,0.040,0.028,0.116,0.000
393,13944.25,17257.15,14929,0,4117,1,1.026,12807.4,rl_v4,2.00e-04,0.610,0.063,0.021,0.048,0.055,0.042,0.049,0.112,0.000
394,27499.00,17379.50,28682,0,17229,1,0.978,12838.8,rl_v4,2.00e-04,0.617,0.051,0.051,0.079,0.053,0.036,0.019,0.095,0.000
395,15012.44,17375.52,15977,0,3250,1,1.013,12864.6,rl_v4,2.00e-04,0.575,0.082,0.049,0.064,0.043,0.035,0.033,0.120,0.000
396,19054.99,17439.89,20742,0,8135,1,0.847,12891.6,rl_v4,2.00e-04,0.684,0.059,0.031,0.038,0.039,0.033,0.024,0.092,0.000
397,12124.63,17433.45,13324,0,4123,1,1.005,12919.5,rl_v4,2.00e-04,0.601,0.065,0.041,0.082,0.040,0.047,0.038,0.088,0.000
398,18431.98,17408.55,19348,0,7894,1,0.933,12947.1,rl_v4,2.00e-04,0.623,0.075,0.028,0.068,0.053,0.031,0.027,0.095,0.000
399,15681.79,17400.33,16836,0,4369,1,1.091,12974.8,rl_v4,2.00e-04,0.557,0.103,0.039,0.048,0.044,0.070,0.043,0.096,0.000
400,16414.98,17401.68,17335,0,5572,1,0.955,13000.6,rl_v4,2.00e-04,0.614,0.090,0.054,0.057,0.038,0.046,0.025,0.076,0.000
401,14164.83,17273.92,15154,0,5711,1,0.986,13025.6,rl_v4,2.00e-04,0.633,0.056,0.045,0.049,0.035,0.042,0.042,0.100,0.000
402,18736.98,17264.79,20045,0,7839,1,0.792,13054.7,rl_v4,2.00e-04,0.709,0.050,0.042,0.051,0.035,0.030,0.014,0.070,0.000
403,26219.50,17348.09,28158,0,13721,1,0.809,13087.8,rl_v4,2.00e-04,0.717,0.039,0.030,0.063,0.040,0.023,0.010,0.077,0.000
404,11525.27,17319.55,13260,0,1692,1,1.148,13117.3,rl_v4,2.00e-04,0.537,0.091,0.051,0.054,0.027,0.086,0.051,0.104,0.000
405,23306.50,17407.70,25585,0,13239,1,0.693,13147.6,rl_v4,2.00e-04,0.764,0.023,0.031,0.057,0.025,0.022,0.006,0.071,0.000
406,19368.99,17454.23,20254,0,8726,1,1.007,13175.2,rl_v4,2.00e-04,0.604,0.093,0.053,0.055,0.048,0.035,0.025,0.088,0.000
407,18626.43,17425.93,20217,0,6931,1,1.013,13204.1,rl_v4,2.00e-04,0.637,0.039,0.053,0.057,0.053,0.046,0.053,0.063,0.000
408,18986.00,17464.00,20348,0,8094,1,0.819,13229.8,rl_v4,2.00e-04,0.694,0.051,0.031,0.061,0.051,0.028,0.016,0.068,0.000
409,24765.00,17504.79,26500,0,14642,1,0.786,13261.4,rl_v4,2.00e-04,0.729,0.038,0.041,0.058,0.040,0.028,0.012,0.055,0.000
410,20017.50,17531.10,21207,0,10025,1,0.935,13287.5,rl_v4,2.00e-04,0.636,0.037,0.067,0.085,0.048,0.029,0.031,0.068,0.000
411,15597.40,17437.02,16408,0,9476,1,0.941,13310.3,rl_v4,2.00e-04,0.626,0.058,0.077,0.049,0.045,0.046,0.017,0.081,0.000
412,11223.11,17281.52,12345,0,4357,1,1.076,13337.7,rl_v4,2.00e-04,0.598,0.087,0.042,0.052,0.045,0.062,0.053,0.062,0.000
413,1028.53,17157.39,2852,0,-1473,-1,0.353,13354.5,rl_v4,2.00e-04,0.957,0.003,0.004,0.004,0.005,0.005,0.001,0.022,0.000
414,22433.00,17280.58,23179,1,10442,1,0.809,13382.8,rl_v4,2.00e-04,0.717,0.059,0.030,0.040,0.042,0.035,0.021,0.055,0.000
415,12238.66,17280.44,12866,0,4644,1,0.913,13406.5,rl_v4,2.00e-04,0.643,0.046,0.055,0.071,0.063,0.028,0.028,0.065,0.000
416,20666.00,17278.56,22037,0,9425,1,0.833,13433.6,rl_v4,2.00e-04,0.689,0.071,0.056,0.041,0.047,0.024,0.021,0.052,0.000
417,11868.13,17162.60,13077,0,4642,1,0.962,13459.0,rl_v4,2.00e-04,0.640,0.071,0.048,0.034,0.051,0.060,0.047,0.049,0.000
418,10482.94,17023.82,11639,0,4652,1,1.084,13485.8,rl_v4,2.00e-04,0.599,0.072,0.047,0.059,0.042,0.081,0.041,0.059,0.000
419,14785.88,16990.87,15881,0,4199,1,0.797,13510.3,rl_v4,2.00e-04,0.719,0.034,0.059,0.055,0.044,0.012,0.019,0.058,0.000
420,23743.50,16958.32,24130,1,8236,1,0.796,13537.9,rl_v4,2.00e-04,0.697,0.062,0.040,0.044,0.072,0.015,0.018,0.051,0.000
421,22133.00,17003.55,24155,0,8440,1,0.705,13567.4,rl_v4,2.00e-04,0.783,0.044,0.014,0.047,0.051,0.016,0.008,0.038,0.000
422,14149.81,16924.94,15660,0,8471,1,0.672,13589.5,rl_v4,2.00e-04,0.789,0.037,0.017,0.040,0.031,0.024,0.021,0.041,0.000
423,15292.72,16921.20,15211,1,4986,1,0.952,13612.9,rl_v4,2.00e-04,0.655,0.054,0.055,0.046,0.056,0.039,0.050,0.044,0.000
424,25537.00,17001.41,27281,0,13923,1,0.828,13645.7,rl_v4,2.00e-04,0.694,0.041,0.041,0.077,0.073,0.023,0.018,0.032,0.000
425,11142.07,16926.80,12187,0,1036,1,1.089,13670.6,rl_v4,2.00e-04,0.556,0.058,0.065,0.089,0.057,0.079,0.042,0.053,0.000
426,16084.40,16993.84,17213,0,8454,1,0.937,13695.5,rl_v4,2.00e-04,0.665,0.060,0.058,0.044,0.054,0.040,0.030,0.050,0.000
427,19453.50,16944.11,20669,0,8358,1,0.805,13721.9,rl_v4,2.00e-04,0.700,0.037,0.058,0.065,0.059,0.020,0.018,0.042,0.000
428,27791.00,17125.78,29453,0,18447,1,0.948,13754.5,rl_v4,2.00e-04,0.657,0.044,0.046,0.055,0.086,0.054,0.014,0.045,0.000
429,20389.50,17165.09,21936,0,9043,1,0.844,13782.7,rl_v4,2.00e-04,0.697,0.055,0.052,0.044,0.060,0.026,0.021,0.044,0.000
430,11469.74,17047.85,12413,0,2444,1,0.829,13806.0,rl_v4,2.00e-04,0.677,0.059,0.045,0.073,0.050,0.022,0.019,0.055,0.000
431,9564.84,17026.09,10472,0,1772,1,1.043,13830.1,rl_v4,2.00e-04,0.604,0.058,0.050,0.068,0.063,0.075,0.029,0.054,0.000
432,16440.94,17077.06,17895,0,5252,1,0.893,13857.5,rl_v4,2.00e-04,0.669,0.039,0.057,0.080,0.054,0.040,0.018,0.042,0.000
433,18116.99,17121.10,19393,0,7307,1,0.862,13884.1,rl_v4,2.00e-04,0.673,0.068,0.038,0.053,0.080,0.026,0.022,0.041,0.000
434,18153.48,17204.73,17683,1,8073,1,0.954,13905.8,rl_v4,2.00e-04,0.606,0.038,0.071,0.102,0.072,0.030,0.031,0.049,0.000
435,16957.91,17293.01,18866,0,6632,1,1.141,13939.3,rl_v4,2.00e-04,0.556,0.113,0.040,0.056,0.074,0.081,0.029,0.052,0.000
436,31903.50,17465.09,32797,0,20232,1,0.942,13969.5,rl_v4,2.00e-04,0.603,0.079,0.062,0.086,0.081,0.035,0.013,0.041,0.000
437,17350.97,17510.04,17983,0,10311,1,1.115,13994.3,rl_v4,2.00e-04,0.517,0.110,0.066,0.100,0.069,0.064,0.027,0.048,0.000
438,22403.50,17651.36,22923,0,10131,1,0.980,14022.3,rl_v4,2.00e-04,0.549,0.121,0.088,0.070,0.071,0.023,0.033,0.044,0.000
439,34619.50,17863.15,35543,0,24375,1,0.928,14055.3,rl_v4,2.00e-04,0.628,0.053,0.068,0.106,0.082,0.022,0.014,0.028,0.000
440,10979.56,17895.13,11915,0,3344,1,1.256,14082.0,rl_v4,2.00e-04,0.401,0.111,0.071,0.113,0.077,0.136,0.042,0.051,0.000
441,20697.00,17981.58,21515,0,10351,1,1.093,14110.3,rl_v4,2.00e-04,0.471,0.090,0.126,0.071,0.082,0.088,0.030,0.042,0.000
442,31734.00,18137.85,32365,0,19761,1,0.978,14143.3,rl_v4,2.00e-04,0.566,0.061,0.090,0.122,0.087,0.024,0.017,0.033,0.000
443,36953.50,18413.31,38546,0,25226,1,0.867,14173.9,rl_v4,2.00e-04,0.625,0.066,0.074,0.095,0.073,0.033,0.009,0.025,0.000
444,13899.02,18463.27,15060,0,3120,1,1.189,14204.1,rl_v4,2.00e-04,0.404,0.066,0.076,0.093,0.126,0.141,0.039,0.054,0.000
445,33932.50,18707.99,35096,0,23761,1,0.822,14233.9,rl_v4,2.00e-04,0.629,0.098,0.065,0.051,0.083,0.024,0.012,0.038,0.000
446,34043.00,18915.28,35267,0,20494,1,0.859,14265.0,rl_v4,2.00e-04,0.616,0.057,0.079,0.084,0.077,0.034,0.009,0.044,0.000
447,32597.50,19110.41,34043,0,22481,1,0.869,14296.4,rl_v4,2.00e-04,0.669,0.062,0.047,0.064,0.082,0.033,0.010,0.034,0.000
448,32555.00,19263.70,33517,0,21791,1,1.011,14329.6,rl_v4,2.00e-04,0.545,0.088,0.094,0.075,0.087,0.050,0.014,0.046,0.000
449,36433.50,19516.09,37643,0,26180,1,0.844,14361.3,rl_v4,2.00e-04,0.641,0.064,0.064,0.069,0.087,0.021,0.010,0.044,0.000
450,34134.50,19737.29,35213,0,23474,1,0.959,14392.3,rl_v4,2.00e-04,0.585,0.063,0.070,0.081,0.107,0.030,0.013,0.051,0.000
451,30417.50,19818.18,30744,2,10091,1,1.173,14423.3,rl_v4,2.00e-04,0.343,0.082,0.131,0.110,0.103,0.134,0.032,0.067,0.000
452,32826.50,19945.23,33543,0,22086,1,1.000,14455.0,rl_v4,2.00e-04,0.530,0.098,0.085,0.083,0.107,0.027,0.015,0.054,0.000
453,-1411.77,19801.94,0,0,-4854,-1,0.512,14469.2,rl_v4,2.00e-04,0.891,0.006,0.004,0.007,0.019,0.013,0.002,0.058,0.000
454,11254.76,19808.64,11178,0,3472,1,1.154,14490.7,rl_v4,2.00e-04,0.434,0.059,0.107,0.111,0.127,0.033,0.050,0.079,0.000
455,33253.50,20006.05,33447,0,21965,1,1.087,14518.6,rl_v4,2.00e-04,0.446,0.106,0.123,0.091,0.106,0.042,0.033,0.052,0.000
456,26545.50,20127.29,26205,1,9705,1,1.103,14546.3,rl_v4,2.00e-04,0.384,0.162,0.123,0.068,0.123,0.040,0.044,0.055,0.000
457,35021.50,20348.93,35357,0,20813,1,1.051,14575.6,rl_v4,2.00e-04,0.466,0.106,0.109,0.089,0.123,0.036,0.018,0.053,0.000
458,25955.00,20381.47,26165,0,14581,1,1.075,14603.0,rl_v4,2.00e-04,0.434,0.068,0.139,0.128,0.107,0.042,0.037,0.046,0.000
459,32526.50,20575.40,32660,0,19574,1,1.046,14632.8,rl_v4,2.00e-04,0.464,0.090,0.120,0.096,0.133,0.036,0.025,0.037,0.000
460,35451.50,20690.88,36243,0,23654,1,1.076,14662.9,rl_v4,2.00e-04,0.452,0.075,0.135,0.103,0.106,0.065,0.028,0.036,0.000
461,40833.00,20987.67,41765,0,29442,1,1.004,14693.3,rl_v4,2.00e-04,0.514,0.049,0.128,0.099,0.115,0.038,0.023,0.035,0.000
462,34895.50,21202.20,35395,0,23419,1,1.002,14723.0,rl_v4,2.00e-04,0.473,0.102,0.105,0.090,0.130,0.030,0.028,0.042,0.000
463,43377.00,21441.34,43797,0,32647,1,1.081,14755.9,rl_v4,2.00e-04,0.473,0.086,0.124,0.100,0.102,0.035,0.036,0.044,0.000
464,36223.00,21694.61,35768,1,19028,1,1.097,14783.8,rl_v4,2.00e-04,0.403,0.076,0.153,0.117,0.112,0.039,0.045,0.055,0.000
465,17539.96,21754.12,18703,0,7794,1,1.161,14813.7,rl_v4,2.00e-04,0.282,0.109,0.101,0.051,0.163,0.197,0.026,0.072,0.000
466,33585.00,21966.40,34657,0,23155,1,0.954,14844.4,rl_v4,2.00e-04,0.522,0.109,0.093,0.059,0.078,0.053,0.036,0.050,0.000
467,29210.00,22021.93,29602,0,17168,1,0.962,14872.5,rl_v4,2.00e-04,0.504,0.111,0.121,0.066,0.083,0.028,0.034,0.053,0.000
468,35550.50,22207.28,36266,0,24997,1,0.940,14902.4,rl_v4,2.00e-04,0.561,0.089,0.081,0.053,0.114,0.027,0.029,0.046,0.000
469,39484.50,22422.57,40517,0,27490,1,0.893,14933.8,rl_v4,2.00e-04,0.605,0.069,0.071,0.062,0.098,0.034,0.023,0.037,0.000
470,33892.00,22403.20,35127,0,23709,1,0.935,14963.4,rl_v4,2.00e-04,0.582,0.062,0.102,0.070,0.071,0.037,0.032,0.044,0.000
471,41149.00,22621.27,42516,0,30148,1,0.924,14994.4,rl_v4,2.00e-04,0.577,0.040,0.109,0.083,0.086,0.045,0.026,0.034,0.000
472,36279.00,22767.40,37020,0,24270,1,0.991,15023.5,rl_v4,2.00e-04,0.538,0.082,0.116,0.057,0.089,0.048,0.025,0.045,0.000
473,29335.00,22765.49,29442,1,13461,1,1.003,15052.3,rl_v4,2.00e-04,0.514,0.102,0.118,0.042,0.098,0.027,0.052,0.047,0.000
474,29458.00,22790.62,29828,0,18448,1,0.990,15080.1,rl_v4,2.00e-04,0.529,0.091,0.090,0.066,0.089,0.030,0.050,0.054,0.000
475,19133.49,22855.78,19809,0,11882,1,1.035,15104.7,rl_v4,2.00e-04,0.438,0.063,0.146,0.065,0.076,0.116,0.029,0.067,0.000
476,28588.50,23014.06,29128,0,15383,1,0.990,15132.3,rl_v4,2.00e-04,0.543,0.086,0.092,0.050,0.106,0.037,0.037,0.049,0.000
477,23289.00,23074.36,23887,0,12034,1,0.908,15159.0,rl_v4,2.00e-04,0.579,0.054,0.090,0.078,0.078,0.038,0.038,0.046,0.000
478,17307.47,23122.64,17927,0,7506,1,0.857,15184.1,rl_v4,2.00e-04,0.619,0.071,0.078,0.056,0.082,0.030,0.025,0.040,0.000
479,33154.50,23221.21,34056,0,22278,1,0.844,15212.8,rl_v4,2.00e-04,0.625,0.064,0.073,0.055,0.074,0.037,0.029,0.044,0.000
480,21248.49,23337.65,22828,0,9350,1,0.949,15243.2,rl_v4,2.00e-04,0.578,0.028,0.091,0.073,0.066,0.092,0.026,0.047,0.000
481,23357.50,23321.49,24171,0,11371,1,0.964,15270.8,rl_v4,2.00e-04,0.556,0.087,0.081,0.032,0.114,0.053,0.023,0.055,0.000
482,24423.50,23330.43,25720,0,12705,1,0.851,15300.8,rl_v4,2.00e-04,0.647,0.044,0.085,0.048,0.054,0.051,0.028,0.042,0.000
483,9359.78,23252.29,10707,0,-403,-1,0.974,15326.6,rl_v4,2.00e-04,0.538,0.035,0.088,0.033,0.080,0.118,0.058,0.051,0.000
484,10980.74,22915.83,12378,0,1515,1,0.983,15355.7,rl_v4,2.00e-04,0.552,0.043,0.130,0.026,0.045,0.103,0.048,0.053,0.000
485,12382.07,22662.27,13417,0,5290,1,0.708,15377.3,rl_v4,2.00e-04,0.727,0.041,0.070,0.029,0.040,0.039,0.017,0.037,0.000
486,20389.92,22728.44,22269,0,7884,1,1.105,15410.6,rl_v4,2.00e-04,0.530,0.048,0.122,0.029,0.060,0.082,0.078,0.051,0.000
487,24009.50,22728.95,25146,0,12937,1,0.858,15439.4,rl_v4,2.00e-04,0.644,0.049,0.074,0.040,0.085,0.037,0.019,0.052,0.000
488,32856.00,22871.61,34005,0,22128,1,0.885,15468.2,rl_v4,2.00e-04,0.594,0.049,0.100,0.047,0.075,0.065,0.021,0.050,0.000
489,26552.50,22902.55,27442,0,14761,1,0.845,15495.0,rl_v4,2.00e-04,0.645,0.058,0.069,0.044,0.080,0.038,0.014,0.052,0.000
490,12212.98,22891.66,12579,0,5001,1,0.963,15517.0,rl_v4,2.00e-04,0.588,0.069,0.092,0.038,0.082,0.053,0.021,0.057,0.000
491,17345.20,22939.38,18773,0,6847,1,1.037,15549.5,rl_v4,2.00e-04,0.420,0.037,0.204,0.038,0.085,0.159,0.018,0.039,0.000
492,17242.22,22813.47,18670,0,6527,1,0.857,15574.3,rl_v4,2.00e-04,0.648,0.020,0.117,0.028,0.054,0.068,0.035,0.029,0.000
493,28498.00,22959.01,29843,0,17625,1,0.773,15604.3,rl_v4,2.00e-04,0.658,0.049,0.092,0.054,0.074,0.032,0.011,0.030,0.000
494,24437.00,22928.39,26004,0,13257,1,0.745,15631.8,rl_v4,2.00e-04,0.716,0.027,0.079,0.032,0.056,0.049,0.012,0.028,0.000
495,34094.50,23119.21,35734,0,24087,1,0.827,15662.0,rl_v4,2.00e-04,0.638,0.021,0.105,0.080,0.074,0.036,0.017,0.029,0.000
496,21757.00,23146.23,22482,0,10903,1,0.969,15688.6,rl_v4,2.00e-04,0.558,0.044,0.109,0.080,0.092,0.035,0.033,0.049,0.000
497,28367.50,23308.66,29458,0,17569,1,1.024,15718.1,rl_v4,2.00e-04,0.529,0.061,0.132,0.055,0.086,0.062,0.023,0.051,0.000
498,11418.83,23238.52,12750,0,1878,1,1.239,15747.4,rl_v4,2.00e-04,0.338,0.058,0.185,0.041,0.107,0.143,0.069,0.058,0.000
499,27229.50,23354.00,28286,0,15507,1,1.034,15778.3,rl_v4,2.00e-04,0.500,0.079,0.130,0.065,0.089,0.064,0.019,0.054,0.000
500,35132.50,23541.18,36469,0,24462,1,0.951,15810.9,rl_v4,1.94e-04,0.546,0.048,0.129,0.060,0.095,0.047,0.022,0.054,0.000
501,23912.00,23638.65,24342,0,11202,1,1.041,15838.9,rl_v4,1.94e-04,0.519,0.046,0.125,0.086,0.100,0.024,0.037,0.063,0.000
502,32814.00,23779.42,33333,0,21757,1,0.953,15868.0,rl_v4,1.94e-04,0.515,0.063,0.131,0.067,0.115,0.026,0.027,0.057,0.000
503,32100.50,23838.23,33045,0,20634,1,0.944,15897.6,rl_v4,1.94e-04,0.558,0.065,0.100,0.080,0.097,0.026,0.026,0.048,0.000
504,35622.50,24079.20,36620,0,24581,1,0.957,15930.6,rl_v4,1.94e-04,0.556,0.053,0.116,0.076,0.097,0.025,0.022,0.055,0.000
505,14483.20,23990.97,16362,0,3388,1,1.200,15965.7,rl_v4,1.94e-04,0.297,0.026,0.251,0.081,0.065,0.158,0.045,0.077,0.000
506,13870.98,23935.99,14780,0,5016,1,1.113,15994.3,rl_v4,1.94e-04,0.346,0.061,0.239,0.069,0.069,0.112,0.029,0.075,0.000
507,29792.00,24047.64,30108,0,17797,1,0.967,16022.1,rl_v4,1.94e-04,0.485,0.079,0.153,0.066,0.095,0.023,0.029,0.070,0.000
508,22477.00,24082.55,23174,0,10863,1,0.915,16047.4,rl_v4,1.94e-04,0.563,0.053,0.130,0.065,0.082,0.030,0.020,0.059,0.000
509,25407.00,24088.97,25931,0,13031,1,1.062,16075.0,rl_v4,1.94e-04,0.454,0.054,0.168,0.059,0.125,0.052,0.029,0.060,0.000
510,23688.00,24125.68,24633,0,12331,1,1.058,16102.1,rl_v4,1.94e-04,0.479,0.051,0.162,0.038,0.098,0.064,0.032,0.075,0.000
511,25663.00,24226.34,26128,0,13932,1,0.986,16127.8,rl_v4,1.94e-04,0.537,0.063,0.132,0.056,0.101,0.020,0.031,0.059,0.000
512,17506.98,24289.17,17611,0,6881,1,1.116,16153.1,rl_v4,1.94e-04,0.456,0.076,0.165,0.052,0.102,0.031,0.037,0.082,0.000
513,37819.00,24657.08,38488,0,25991,1,1.137,16185.4,rl_v4,1.94e-04,0.385,0.081,0.162,0.064,0.143,0.045,0.059,0.061,0.000
514,35879.50,24791.54,36319,0,24723,1,1.079,16217.7,rl_v4,1.94e-04,0.441,0.060,0.148,0.085,0.144,0.022,0.032,0.068,0.000
515,11229.46,24781.45,11892,0,2379,1,1.152,16243.4,rl_v4,1.94e-04,0.332,0.048,0.220,0.081,0.090,0.126,0.022,0.081,0.000
516,14413.34,24718.92,15601,0,3651,1,1.199,16274.9,rl_v4,1.94e-04,0.319,0.046,0.227,0.078,0.099,0.118,0.020,0.091,0.000
517,9478.55,24695.03,10211,0,218,1,1.192,16299.5,rl_v4,1.94e-04,0.349,0.058,0.183,0.077,0.072,0.137,0.021,0.102,0.000
518,26203.50,24852.23,26843,0,15441,1,0.972,16327.3,rl_v4,1.94e-04,0.520,0.068,0.117,0.062,0.105,0.029,0.024,0.075,0.000
